AssignmentExpression,BinaryExpression,BlockStatement,CallExpression,ControlFlow,ExpressionStatement,Functions,Identifier,Literal,LogicalExpression,MemberExpression,ReturnStatement,UnaryExpression,VariableDeclaration,VariableDeclarator,array_expr_prim_elem,call_expr_str_arg,dom_operations,eval,obj_expr_prop_val,str_Constructor,str_charAt,str_charCodeAt,str_concat,str_fromCharCode,str_replace,str_slice,str_split,str_substring,var_with_str_assign,ConditionalExpression,ObjectExpressions,Property,SequenceExpression,EmptyStatement,Exceptions,Loops,NewExpression,ObjectPattern,TemplateElement,TemplateLiteral,ThisExpression,UpdateExpression,ArrayPattern,BreakStatement,SwitchCase,ContinueStatement,AssignmentPattern,LabeledStatement,Class,Imports,ClassBody,ClassDeclaration,MethodDefinition,Super,AwaitExpression,SpreadElement,RestElement,Exports,ClassExpression,ChainExpression,TaggedTemplateExpression,ExportAllDeclaration,DebuggerStatement,YieldExpression
1212,727,786,1440,213,1482,587,10698,2335,718,3655,417,512,416,650,380,515,133,0,70,37,0,0,3,0,9,6,23,0,19,251,250,239,105,10,80,104,89,0,0,0,490,94,0,24,14,0,0,11,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,705,773,1376,214,1427,568,10397,2249,697,3556,404,490,408,643,384,487,125,0,66,33,0,0,3,0,9,6,23,0,18,237,238,228,106,11,76,106,87,0,0,0,484,92,0,26,15,0,0,13,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3438,1669,2014,4472,604,4191,1526,29991,5003,1969,10782,1010,1376,975,1582,251,1240,137,0,351,65,2,0,4,0,54,16,30,1,7,679,298,484,397,9,215,186,218,0,0,0,2718,165,0,53,156,0,0,17,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,902,1192,2298,319,2502,873,17652,3436,1028,6621,575,726,547,838,382,752,118,0,532,41,0,0,4,0,29,9,20,0,9,360,459,665,191,6,159,130,122,0,0,0,1323,113,0,24,58,0,0,10,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,886,1194,2282,319,2488,869,17530,3399,1015,6577,567,716,545,837,388,747,114,0,531,37,0,0,4,0,29,9,20,0,9,352,454,661,191,7,157,133,124,0,0,0,1321,112,0,25,59,0,0,11,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,39,72,85,20,89,48,763,2222,37,208,18,22,40,60,64,22,45,0,351,0,0,0,0,0,1,0,0,0,0,9,381,1231,13,0,7,7,6,0,0,0,3,5,0,1,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,39,72,85,20,89,48,763,2216,37,208,18,22,40,60,64,22,45,0,354,0,0,0,0,0,1,0,0,0,0,9,387,1231,13,0,7,7,6,0,0,0,3,5,0,1,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,407,332,634,25,194,308,1911,1068,9,390,309,0,9,12,0,301,0,0,96,0,0,0,0,0,0,0,1,0,1,21,118,197,1,1,0,3,0,0,0,0,1,2,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,20,43,55,17,94,27,426,203,34,187,14,8,24,27,15,33,38,0,18,0,0,0,0,0,0,0,2,0,1,3,53,45,1,1,0,3,1,0,0,0,1,2,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,9,18,51,6,40,13,182,46,2,82,0,2,8,11,0,13,11,0,2,0,0,0,0,0,0,0,0,0,4,0,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7,18,45,6,36,13,150,35,0,66,0,2,7,7,0,11,10,0,2,0,0,0,0,0,0,0,0,0,3,0,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,9,45,3,25,5,85,52,0,18,0,0,11,11,0,36,2,0,1,0,0,0,0,0,0,0,0,0,8,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,15,40,172,9,67,28,309,146,5,134,5,1,8,14,6,120,23,0,1,0,0,0,0,0,0,0,0,0,1,0,4,2,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,16,34,76,12,54,20,284,71,4,128,2,2,15,20,3,30,14,0,2,0,0,0,0,0,0,0,0,0,4,0,18,14,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19,39,102,14,62,22,333,100,7,147,2,3,17,25,3,49,16,0,2,0,0,0,0,0,0,0,0,0,5,0,18,14,0,0,0,2,0,0,0,0,4,2,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,14,34,70,12,50,20,252,60,2,112,2,2,14,16,3,28,13,0,2,0,0,0,0,0,0,0,0,0,3,0,18,14,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,9,28,95,10,54,17,224,71,2,102,0,4,9,9,0,45,12,0,2,0,0,0,0,0,0,0,0,0,3,0,15,14,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,2,3,2,7,0,31,17,1,11,0,1,4,4,0,2,7,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,5,5,3,12,2,40,27,1,16,0,2,6,6,0,2,11,0,5,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,11,1,7,2,36,20,0,8,0,0,10,10,0,7,2,0,1,0,0,0,0,0,0,0,0,0,8,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,192,126,224,49,84,93,1647,12654,118,471,73,103,65,110,193,38,38,0,4041,2,0,0,2,0,0,2,1,0,1,41,2764,7296,46,2,30,8,28,0,0,0,98,3,0,1,9,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,192,126,224,49,84,93,1647,12616,118,471,73,103,65,110,194,38,38,0,4034,2,0,0,2,0,0,2,1,0,1,41,2778,7278,46,2,30,8,28,0,0,0,98,3,0,1,9,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,192,126,224,49,84,93,1647,4563,118,471,73,103,65,110,96,38,38,0,1433,2,0,0,2,0,0,2,1,0,1,41,668,2303,46,2,30,8,28,0,0,0,98,3,0,1,9,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,192,126,224,49,84,93,1647,4583,118,471,73,103,65,110,97,38,38,0,1454,2,0,0,2,0,0,2,1,0,1,41,686,2317,46,2,30,8,28,0,0,0,98,3,0,1,9,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,192,126,224,49,84,93,1647,3489,118,471,73,103,65,110,67,38,38,0,817,2,0,0,2,0,0,2,1,0,1,41,509,1819,46,2,30,8,28,0,0,0,98,3,0,1,9,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,192,126,224,49,84,93,1647,3529,118,471,73,103,65,110,68,38,38,0,848,2,0,0,2,0,0,2,1,0,1,41,527,1841,46,2,30,8,28,0,0,0,98,3,0,1,9,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,192,126,224,49,84,93,1647,3487,118,471,73,103,65,110,56,38,38,0,854,2,0,0,2,0,0,2,1,0,1,41,540,1802,46,2,30,8,28,0,0,0,98,3,0,1,9,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,192,126,224,49,84,93,1647,3547,118,471,73,103,65,110,57,38,38,0,893,2,0,0,2,0,0,2,1,0,1,41,566,1836,46,2,30,8,28,0,0,0,98,3,0,1,9,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,18,53,72,27,64,18,520,124,45,158,4,16,44,44,3,29,36,0,17,0,0,0,0,0,0,0,0,0,7,2,33,77,0,0,4,2,0,0,0,0,2,2,0,8,11,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,16,46,57,22,41,15,383,83,34,120,4,14,35,35,3,23,28,0,14,0,0,0,0,0,0,0,0,0,5,2,27,52,0,0,4,2,0,0,0,0,1,2,0,1,2,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,5,0,3,1,7,4,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,12,0,6,4,19,6,1,9,0,0,1,1,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,4900,4,5,2,8,3,3,9,7,3,0,1337,0,0,0,0,0,0,0,0,0,0,0,1186,3031,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,4838,4,5,2,8,3,3,9,7,3,0,1320,0,0,0,0,0,0,0,0,0,0,0,1166,2990,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,17978,4,5,2,8,3,3,158,7,15,0,5019,0,0,0,0,0,0,0,0,0,0,0,3430,9972,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,19647,4,5,2,8,3,3,515,7,15,0,5644,0,0,0,0,0,0,0,0,0,0,0,4326,10754,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,2,7,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,16832,4,5,2,8,3,3,74,7,15,0,4508,0,0,0,0,0,0,0,0,0,0,0,2949,9342,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,15302,4,5,2,8,3,3,63,7,12,0,4093,0,0,0,0,0,0,0,0,0,0,0,2782,8522,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,4901,4,5,2,8,3,3,10,7,3,0,1337,0,0,0,0,0,0,0,0,0,0,0,1186,3031,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,4801,4,5,2,8,3,3,10,7,3,0,1302,0,0,0,0,0,0,0,0,0,0,0,1164,2970,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,2,0,4,8,0,2,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,15905,4,5,2,8,3,3,64,7,3,0,4343,0,0,0,0,0,0,0,0,0,0,0,2742,8825,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,15696,4,5,2,8,3,3,64,7,4,0,4241,0,0,0,0,0,0,0,0,0,0,0,2742,8715,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,12206,4,5,2,8,3,3,123,7,28,0,3324,0,0,0,0,0,0,0,0,0,0,0,1909,6894,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,13224,4,5,2,8,3,3,119,7,30,0,3659,0,0,0,0,0,0,0,0,0,0,0,2072,7460,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,34494,4,5,2,8,3,3,82,7,204,0,9866,0,0,0,0,0,0,0,0,0,0,0,4950,19311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,36255,4,5,2,8,3,3,78,7,204,0,10607,0,0,0,0,0,0,0,0,0,0,0,5370,20323,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,33514,4,5,2,8,3,3,76,7,204,0,9525,0,0,0,0,0,0,0,0,0,0,0,4804,18749,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,12637,4,5,2,8,3,3,117,7,29,0,3550,0,0,0,0,0,0,0,0,0,0,0,2168,7155,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,31449,4,5,2,8,3,3,72,7,204,0,8668,0,0,0,0,0,0,0,0,0,0,0,4471,17551,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,29065,4,5,2,8,3,3,78,7,197,0,7769,0,0,0,0,0,0,0,0,0,0,0,4074,16175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,29335,4,5,2,8,3,3,76,7,199,0,7843,0,0,0,0,0,0,0,0,0,0,0,4061,16319,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,13843,4,5,2,8,3,3,131,7,9,0,4106,0,0,0,0,0,0,0,0,0,0,0,2113,7730,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,14033,4,5,2,8,3,3,120,7,10,0,4195,0,0,0,0,0,0,0,0,0,0,0,2140,7840,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,28536,4,5,2,11,3,3,88,7,195,0,7532,0,0,0,0,0,0,0,0,0,0,0,3932,15801,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,28859,4,5,2,19,3,3,67,7,202,0,7598,0,0,0,0,0,0,0,0,0,0,0,3937,15971,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,12767,4,5,2,8,3,3,126,7,29,0,3562,0,0,0,0,0,0,0,0,0,0,0,2152,7208,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,12029,4,5,2,8,3,3,127,7,29,0,3245,0,0,0,0,0,0,0,0,0,0,0,1937,6814,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,17641,4,5,2,22,3,3,68,7,98,0,4813,0,0,0,0,0,0,0,0,0,0,0,2707,9948,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,14586,4,5,2,8,3,3,125,7,3,0,4634,0,0,0,0,0,0,0,0,0,0,0,2307,8164,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,21012,4,5,2,8,3,3,96,7,109,0,6106,0,0,0,0,0,0,0,0,0,0,0,3159,11723,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,13714,4,5,2,8,3,3,148,7,4,0,4084,0,0,0,0,0,0,0,0,0,0,0,2141,7685,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,31965,4,5,2,8,3,3,118,7,203,0,8813,0,0,0,0,0,0,0,0,0,0,0,4563,17807,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,11885,4,5,2,8,3,3,131,7,4,0,3332,0,0,0,0,0,0,0,0,0,0,0,1830,6687,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,21219,4,5,2,10,3,3,66,7,129,0,5751,0,0,0,0,0,0,0,0,0,0,0,3174,11885,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,18767,4,5,2,8,3,3,140,7,3,0,5259,0,0,0,0,0,0,0,0,0,0,0,3123,10436,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,17575,4,5,2,8,3,3,122,7,3,0,4859,0,0,0,0,0,0,0,0,0,0,0,2920,9749,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,5674,4,5,2,8,3,3,24,7,3,0,1575,0,0,0,0,0,0,0,0,0,0,0,1261,3445,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,8,2,12,3,31,5475,4,5,2,8,3,3,25,7,3,0,1502,0,0,0,0,0,0,0,0,0,0,0,1223,3329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,13,21,18,8,19,7,132,129,3,54,0,1,17,17,23,14,15,0,35,0,0,0,0,0,2,0,3,0,0,2,13,38,0,1,2,3,0,0,0,0,0,3,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,26,27,49,10,49,10,256,126,7,98,1,4,16,17,23,32,36,0,28,0,0,0,0,0,0,0,1,0,1,2,14,30,0,3,2,2,0,0,0,0,0,2,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,26,27,49,10,51,10,265,135,7,98,1,4,16,17,25,32,36,0,33,0,0,0,0,0,0,0,1,0,1,2,17,38,0,3,2,2,0,0,0,0,0,2,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,12,13,5,15,5,93,51,1,37,0,1,10,10,22,7,15,0,5,0,0,0,0,0,0,0,0,0,0,2,3,5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,27,0,12,3,54,17,0,20,0,0,6,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,2,0,4,17,0,2,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,11,27,2,17,8,93,33,4,34,0,8,12,12,0,15,3,0,3,0,0,0,0,0,0,0,0,0,1,1,1,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,62,70,118,37,123,24,581,244,1,270,4,2,18,36,4,88,64,0,2,0,0,0,0,0,2,0,0,0,4,1,3,7,0,0,0,2,3,0,0,0,10,2,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,80,43,91,37,98,10,405,222,22,112,5,8,18,42,0,102,26,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,8,1,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,80,43,92,37,99,10,408,222,22,113,5,8,18,42,0,102,26,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,8,1,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,80,43,92,37,99,10,406,226,22,112,5,9,18,42,0,105,26,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,8,1,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,80,43,92,37,99,10,406,226,22,112,5,10,18,42,0,104,26,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,8,1,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,3,3,1,5,2,25,11,2,7,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,80,43,93,37,99,10,408,222,22,113,5,8,18,42,0,102,26,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,8,1,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,66,57,171,28,131,17,672,258,7,298,3,8,26,42,0,154,103,0,1,0,0,0,0,0,25,0,0,1,0,2,1,5,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,72,56,183,26,144,19,704,275,6,296,3,7,26,47,0,168,99,0,1,0,0,0,0,0,28,0,0,1,0,0,1,3,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,32,19,51,8,62,8,247,98,6,106,1,3,11,11,0,36,40,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,90,49,110,39,111,12,487,250,22,144,5,8,21,48,0,119,38,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,2,2,0,0,0,8,3,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,86,70,222,30,177,26,921,573,5,388,3,6,50,71,0,193,118,0,123,0,0,0,0,0,29,0,0,1,1,0,22,132,0,4,0,4,0,2,0,0,6,3,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,36,36,66,19,46,12,276,112,4,128,3,0,21,21,0,35,32,0,7,0,0,0,0,0,0,0,1,0,1,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4,0,0,0,0,4,0,10,16807,0,5,0,0,0,0,790,0,4,0,5545,0,0,0,0,0,0,0,0,0,0,0,2807,9307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,4,0,10,11691,0,5,0,0,0,0,506,0,4,0,3666,0,0,0,0,0,0,0,0,0,0,0,2033,6531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,4,0,10,9766,0,5,0,0,0,0,408,0,4,0,2939,0,0,0,0,0,0,0,0,0,0,0,1747,5499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,4,0,10,11794,0,5,0,0,0,0,567,0,4,0,3678,0,0,0,0,0,0,0,0,0,0,0,2040,6556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,4,0,10,9908,0,5,0,0,0,0,473,0,4,0,2969,0,0,0,0,0,0,0,0,0,0,0,1757,5542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,9,10,26,4,30,6,170,2502,7,65,0,2,7,7,63,14,26,0,962,0,0,0,0,0,0,0,0,0,1,0,317,1297,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,5,5,20,1,22,4,103,179,3,39,0,0,2,4,0,21,7,0,73,0,0,0,0,0,1,0,1,0,0,1,12,74,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,16,25,41,14,32,18,271,453,22,113,10,6,16,16,0,22,14,0,104,0,0,0,0,0,0,0,0,0,0,4,25,219,0,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,16,25,41,14,32,18,271,447,22,113,10,6,16,16,0,22,14,0,103,0,0,0,0,0,0,0,0,0,0,4,25,216,0,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,16,25,41,14,32,18,271,460,22,113,10,6,16,16,0,22,14,0,108,0,0,0,0,0,0,0,0,0,0,4,26,223,0,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
