AssignmentExpression,BinaryExpression,BlockStatement,CallExpression,ControlFlow,ExpressionStatement,Functions,Identifier,Literal,LogicalExpression,MemberExpression,ReturnStatement,UnaryExpression,VariableDeclaration,VariableDeclarator,array_expr_prim_elem,call_expr_str_arg,dom_operations,eval,obj_expr_prop_val,str_Constructor,str_charAt,str_charCodeAt,str_concat,str_fromCharCode,str_replace,str_slice,str_split,str_substring,var_with_str_assign,ConditionalExpression,ObjectExpressions,Property,SequenceExpression,EmptyStatement,Exceptions,Loops,NewExpression,ObjectPattern,TemplateElement,TemplateLiteral,ThisExpression,UpdateExpression,ArrayPattern,BreakStatement,SwitchCase,ContinueStatement,AssignmentPattern,LabeledStatement,Class,Imports,ClassBody,ClassDeclaration,MethodDefinition,Super,AwaitExpression,SpreadElement,RestElement,Exports,ClassExpression,ChainExpression,TaggedTemplateExpression,ExportAllDeclaration,DebuggerStatement,YieldExpression
11,16,25,41,14,32,18,271,449,22,113,10,6,16,16,0,22,14,0,103,0,0,0,0,0,0,0,0,0,0,4,25,217,0,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,19,19,32,9,24,7,223,121,8,63,1,12,15,18,6,15,21,0,66,0,0,0,0,0,0,0,0,0,2,0,14,75,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,17,15,28,6,28,7,217,110,10,63,1,10,11,16,6,13,22,0,59,0,0,0,0,0,0,0,0,0,2,0,13,67,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,19,19,32,9,24,7,224,159,8,63,1,12,16,19,6,15,21,0,85,0,0,0,0,0,0,0,0,0,3,0,15,94,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,51,59,152,28,115,29,584,437,18,181,7,8,57,59,0,75,34,0,141,0,1,0,0,0,0,0,2,2,11,4,19,156,2,0,0,2,5,0,0,0,1,1,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,42,36,64,17,74,20,410,298,16,105,3,3,41,43,0,39,33,0,94,0,1,0,0,0,0,0,2,2,11,2,18,116,2,0,0,2,5,0,0,0,0,1,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,38,38,78,17,61,22,344,282,12,81,3,3,43,43,0,43,20,0,91,0,1,0,0,0,0,0,2,2,11,1,15,115,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,37,33,54,16,53,18,295,266,11,67,3,3,41,41,0,29,20,0,92,0,1,0,0,0,0,0,2,2,11,1,11,103,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,46,47,86,23,74,21,374,309,15,96,5,3,47,47,0,54,22,0,93,0,2,0,0,0,1,0,2,2,11,1,11,104,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,37,32,53,16,55,17,297,299,11,67,3,3,42,42,0,29,20,0,106,0,1,0,0,0,0,0,2,2,11,1,11,117,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,69,68,74,27,78,34,486,369,24,125,18,7,54,54,9,39,24,0,121,0,1,0,0,0,0,0,2,2,12,1,34,161,0,0,0,4,7,0,0,0,31,3,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,37,32,50,16,51,17,287,260,11,63,3,3,40,40,0,27,20,0,90,0,1,0,0,0,0,0,2,2,11,1,10,101,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,330,230,622,83,391,120,3181,1856,71,641,28,31,183,226,91,289,17,0,777,1,2,1,0,1,1,0,1,0,20,20,949,1074,24,13,6,25,25,0,0,0,48,30,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,15,17,27,7,37,8,183,79,11,66,2,5,12,16,0,17,16,0,15,0,0,0,1,0,0,1,6,0,2,0,12,19,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,15,17,27,7,37,8,182,78,11,66,2,5,12,16,0,17,16,0,14,0,0,0,1,0,0,1,6,0,2,0,12,18,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,37,54,125,25,80,17,425,289,2,121,0,15,44,46,1,223,20,0,8,0,0,0,0,0,0,0,0,0,15,2,5,10,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,15,13,51,1,31,12,145,64,3,47,1,3,14,16,1,29,10,0,8,0,0,0,0,0,0,0,0,0,3,3,6,11,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,12,14,28,4,13,12,253,35,17,75,12,11,12,24,0,4,0,0,2,0,0,0,0,0,0,1,0,0,0,1,13,10,10,0,0,7,0,0,0,0,2,5,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,4,1,5,0,14,1,43,7282,0,18,0,0,4,5,0,2,11,0,3120,0,0,0,0,0,0,0,0,0,0,0,812,3843,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,9,0,20,95,0,9,0,0,1,1,0,0,9,0,34,0,0,0,0,0,0,0,0,0,0,0,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,4,1,5,0,14,1,44,13341,0,18,0,0,5,6,0,2,11,0,5748,0,0,0,0,0,0,0,0,0,0,0,2132,7356,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,10,0,23,27943,0,10,0,0,2,2,0,0,9,0,10442,0,0,0,0,0,0,0,0,0,0,0,1127,14389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,9,0,26,461,0,9,0,0,2,2,0,0,9,0,198,0,0,0,0,0,0,0,0,0,0,0,72,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,9,0,21,2402,0,9,0,0,2,2,0,0,9,0,984,0,0,0,0,0,0,0,0,0,0,0,118,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,3,3,9,0,13,3,51,17,2,25,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,3,3,7,0,14,3,52,19,2,25,0,0,1,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,3,3,7,0,13,3,49,17,2,25,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,3,3,7,0,14,3,52,19,2,25,0,0,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,3,3,7,0,14,3,76,52,2,25,0,0,1,1,11,2,2,0,23,0,0,0,0,0,0,0,0,0,0,1,3,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,7,24,2,18,5,114,122,2,47,3,6,2,2,0,6,7,0,51,0,0,0,0,0,0,0,0,0,0,0,17,70,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,3,6,0,10,3,31,262,2,15,0,0,0,0,50,1,3,0,64,0,0,0,0,0,0,0,0,0,0,0,34,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,3,6,0,10,3,31,299,2,15,0,0,0,0,76,1,3,0,69,0,0,0,0,0,0,0,0,0,0,0,35,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,79,107,163,29,146,70,970,584,74,330,13,63,73,78,140,68,113,0,103,0,0,0,0,0,2,0,2,1,1,7,135,216,13,3,4,7,19,0,0,0,11,4,0,0,0,1,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,7,11,19,3,29,8,132,39,8,55,0,0,6,9,1,13,19,0,3,0,0,0,0,0,0,0,0,0,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,7,12,21,3,30,9,138,41,8,57,0,0,8,11,1,17,20,0,1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,39,94,84,42,123,34,655,168,19,259,16,14,32,47,2,44,31,0,35,0,0,0,0,0,0,0,0,0,2,1,16,43,0,32,7,4,5,0,0,0,18,4,0,1,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,7,12,18,3,29,9,151,47,8,58,0,0,8,11,1,12,19,0,12,0,0,0,0,0,0,0,0,0,1,1,7,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,13,12,24,4,32,9,155,44,8,62,1,0,7,10,1,15,19,0,1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,7,13,23,3,33,10,165,55,8,64,0,0,10,13,1,18,21,0,12,0,0,0,0,0,0,0,0,0,1,1,7,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,102,8,32,4,37,3,125,280,0,44,2,2,12,12,0,12,0,0,0,3,0,0,0,1,3,0,2,0,0,0,2,1,41,1,2,0,3,0,0,0,4,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,94,5,30,1,33,2,98,263,0,36,1,0,8,8,1,16,0,0,0,1,1,0,0,0,5,0,2,0,0,0,1,0,36,1,2,0,3,0,0,0,2,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,1,1,0,1,0,10,17628,0,1,0,0,4,4,17346,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,92,92,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17802,4,5,1,4,1,26,35764,0,7,1,0,8,8,1,1,0,1,93,0,0,0,0,0,0,0,0,0,1,0,1,93,0,1,0,1,1,0,0,0,2,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,106,8,32,4,37,3,126,287,0,45,2,1,12,12,0,12,0,0,0,3,0,0,0,1,3,0,2,0,0,0,2,1,41,1,2,0,3,0,0,0,4,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,21,16,36,3,1120,11,1256,4158,1,2248,8,1,5,5,804,16,0,1,0,4,0,0,0,4,0,0,0,0,2,0,11,0,0,0,0,2,1,0,0,0,0,2,0,2,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,189,100,116,93,112,33,871,910,1,29,27,0,360,360,9,34,3,0,0,1,0,0,0,0,0,0,0,0,84,0,4,0,43,48,2,1,1,0,0,0,0,0,0,102,102,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,36,17,33,1,30,12,158,83,0,14,11,0,10,10,35,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16930,1,2,0,2,0,17,33952,0,4,0,0,4,4,92,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,26,11,1311,2,1306,6,2677,1332,1,1314,5,6,5,5,0,1297,0,1,0,1,0,0,0,1,0,0,1,0,0,0,6,0,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,1,1,0,1,0,10,17629,0,1,0,0,4,4,17347,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,92,92,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10,2,6,1,7,0,27,18199,0,8,0,0,5,5,18180,2,3,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,113,115,147,2,23,110,464,186,1,39,109,0,151,151,0,17,7,0,0,0,0,0,0,0,0,0,0,0,127,1,0,0,0,7,0,2,3,0,0,0,3,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,37,16,31,1,29,11,160,83,0,16,10,1,9,9,35,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,30,10,12,2,10,4,96,56,1,17,2,0,18,18,15,5,2,1,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,3,2,2,1,0,0,0,0,2,0,2,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,47,13,32,1,25,8,131,47,0,22,1,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,3,6,1,4,1,30,18506,0,6,1,0,8,8,18491,1,2,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16691,1,2,0,2,0,17,33474,0,4,0,0,4,4,92,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,1,0,3,0,18,17177,0,3,0,0,4,4,16990,0,0,1,92,0,0,0,0,0,0,0,0,0,1,0,1,92,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,21,16,36,3,1121,11,1257,4145,1,2250,8,2,5,5,788,16,0,1,0,4,0,0,0,4,0,0,0,0,2,0,11,0,0,0,0,2,1,0,0,0,0,2,0,2,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,5,8,1,3,1,46,30,1,11,1,1,11,11,5,2,1,1,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,3,2,1,2,0,0,0,0,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,41,4,6,1,4,1,27,17948,0,6,1,0,9,9,17716,1,1,1,91,0,0,0,0,0,0,0,0,0,1,0,1,91,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,35,4,6,1,4,1,27,17286,0,6,1,0,9,9,17060,1,1,1,91,0,0,0,0,0,0,0,0,0,1,0,1,91,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,3,6,1,4,1,30,18481,0,6,1,0,8,8,18466,1,2,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,29,18,35,1,31,13,157,83,0,15,12,0,11,11,35,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,138,120,38,69,50,55,683,414,0,6,55,88,307,307,0,1,3,1,0,0,0,0,0,0,0,0,0,0,98,0,2,0,0,0,0,1,3,0,0,0,0,1,0,26,25,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,29,4,5,1,4,1,25,17778,0,7,1,0,8,8,17555,1,0,1,92,0,0,0,0,0,0,0,0,0,1,0,1,92,0,1,0,1,1,0,0,0,2,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,21,16,36,3,1120,11,1256,4167,1,2248,8,2,5,5,813,16,0,1,0,4,0,0,0,4,0,0,0,0,2,0,11,0,0,0,0,2,1,0,0,0,0,2,0,2,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,1,1,0,3,0,17,17647,0,3,0,0,4,4,17362,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,92,94,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,407,118,152,3,36,110,948,606,3,40,109,0,194,271,0,23,6,0,0,0,0,0,0,0,0,0,0,0,240,11,0,0,2,110,2,3,3,0,0,0,3,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,35,4,6,1,4,1,27,17535,0,6,1,0,9,9,17309,1,1,1,91,0,0,0,0,0,0,0,0,0,1,0,1,91,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,41,4,6,1,4,1,27,17574,0,6,1,0,9,9,17342,1,1,1,91,0,0,0,0,0,0,0,0,0,1,0,1,91,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,6,2,3,0,90,1,16216,16211,0,3,1,0,5,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,16114,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,108,10,36,2,23,5,349,162,0,36,4,0,145,145,0,14,7,0,0,0,11,0,0,0,0,0,0,0,126,1,0,0,0,5,0,2,3,0,0,0,3,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,3,6,1,4,1,30,18512,0,6,1,0,8,8,18497,1,2,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,9,2,6,1,7,0,27,17441,0,9,0,0,5,5,17423,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,2,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17831,4,5,1,4,1,26,35820,0,7,1,0,8,8,1,1,0,1,92,0,0,0,0,0,0,0,0,0,1,0,1,92,0,1,0,1,1,0,0,0,2,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17142,4,5,1,4,1,26,34442,0,7,1,0,8,8,1,1,0,1,92,0,0,0,0,0,0,0,0,0,1,0,1,92,0,1,0,1,1,0,0,0,2,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,71,4,21,1,19,2,230,85,1,23,1,0,84,84,0,8,7,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,0,1,2,0,423,1,1064,214,0,0,1,0,215,215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,3,6,1,4,1,30,18516,0,6,1,0,8,8,18501,1,2,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,6,2,3,0,89,1,16174,16169,0,3,1,0,5,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,16073,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,27,20,39,2,282,7,426,604,0,321,6,0,35,35,1,10,8,0,0,2,0,0,0,0,0,0,1,0,5,0,2,0,0,4,4,6,5,0,0,0,7,0,0,2,0,2,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10,2,6,1,7,0,27,18478,0,8,0,0,5,5,18459,2,3,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,6,2,3,0,89,1,16153,16148,0,3,1,0,5,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,16052,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,9,2,6,1,7,0,27,17627,0,9,0,0,5,5,17609,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,2,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16673,1,2,0,2,0,17,33438,0,4,0,0,4,4,92,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,89,32,55,14,61,17,371,393,11,109,17,78,28,34,64,8,1,0,3,5,0,4,1,3,5,1,1,0,0,0,4,4,18,2,4,7,10,0,0,0,5,5,0,4,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,21,16,36,3,1121,11,1257,4165,1,2250,8,1,5,5,808,16,0,1,0,4,0,0,0,4,0,0,0,0,2,0,11,0,0,0,0,2,1,0,0,0,0,2,0,2,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,36,15,32,1,28,10,134,86,0,20,9,1,8,8,33,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,35,4,6,1,4,1,27,17540,0,6,1,0,9,9,17312,1,1,1,92,0,0,0,0,0,0,0,0,0,1,0,1,92,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,89,4,11,1,32,1,65,285,0,28,0,1,6,6,4,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,45,2,2,0,3,0,0,0,1,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,107,107,134,2,23,100,623,178,1,36,99,0,158,158,0,15,6,0,0,0,0,0,0,0,0,0,0,0,135,1,0,0,0,60,2,3,3,0,0,0,3,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,9,2,6,1,7,0,27,17633,0,9,0,0,5,5,17615,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,2,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,41,4,6,1,4,1,27,17832,0,6,1,0,9,9,17600,1,1,1,91,0,0,0,0,0,0,0,0,0,1,0,1,91,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,21,10,13,2,138,6,205,1470,1,145,5,6,5,5,1181,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,127,10,50,2,23,5,392,188,0,49,4,0,157,157,0,27,7,0,0,0,24,0,0,0,0,0,0,0,125,1,0,0,0,5,0,2,3,0,0,0,3,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17969,4,5,1,4,1,26,36096,0,7,1,0,8,8,1,1,0,1,92,0,0,0,0,0,0,0,0,0,1,0,1,92,0,1,0,1,1,0,0,0,2,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,97,4,21,1,22,2,346,175,1,23,1,0,171,171,0,8,7,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,109,100,133,2,23,95,446,189,1,40,94,0,152,152,0,18,7,0,0,0,0,0,0,0,0,0,0,0,127,1,0,0,0,7,0,2,3,0,0,0,3,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,208,98,66,100,126,18,798,783,1,22,16,0,314,314,0,31,3,0,0,1,0,0,0,0,0,0,0,0,56,0,0,0,19,41,2,1,1,0,0,0,0,0,0,74,74,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10,2,6,1,7,0,27,18685,0,8,0,0,5,5,18666,2,3,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
