file_length,empty_space,string_count,avg_str_length,str_concatenation,minified,unused_function,return_string,Class
4498,0.16,159,2.6,88,1,1,0,Malicious
4720,0.07,47,14.06,70,0,9,2,Malicious
4388,0.16,152,2.74,84,1,1,0,Malicious
10162,0.16,483,1.37,343,1,1,0,Malicious
4247,0.16,147,2.86,82,1,1,0,Malicious
4123,0.16,143,2.92,78,1,1,0,Malicious
8074,0.1,448,10.5,168,0,1,0,Malicious
4318,0.16,149,2.75,84,1,1,0,Malicious
4437,0.16,156,2.69,90,1,1,0,Malicious
10657,0.16,562,1.25,398,1,1,0,Malicious
3998,0.16,135,3.01,73,1,1,0,Malicious
10438,0.17,471,1.48,317,1,1,0,Malicious
3711,0.16,124,3.31,69,1,1,0,Malicious
4056,0.16,140,2.89,79,1,1,0,Malicious
7934,0.1,437,10.53,166,0,1,0,Malicious
4385,0.16,152,2.74,88,1,1,0,Malicious
9957,0.17,443,1.49,298,1,1,0,Malicious
4334,0.16,152,2.73,85,1,1,0,Malicious
10925,0.16,608,1.14,453,1,1,0,Malicious
4306,0.16,149,2.83,84,1,1,0,Malicious
3900,0.16,132,3.02,72,1,1,0,Malicious
4263,0.16,150,2.67,82,1,1,0,Malicious
8106,0.1,441,10.79,161,0,1,0,Malicious
10323,0.16,488,1.4,340,1,1,0,Malicious
4023,0.16,136,2.97,75,1,1,0,Malicious
10997,0.16,516,1.61,346,1,1,0,Malicious
4190,0.16,142,2.89,79,1,1,0,Malicious
4906,0.16,177,2.39,106,1,1,0,Malicious
10047,0.16,467,1.36,324,1,1,0,Malicious
4177,0.16,143,2.85,81,1,1,0,Malicious
13625,0.04,1307,3.58,1470,1,0,0,Malicious
4586,0.16,163,2.58,93,1,1,0,Malicious
4251,0.16,147,2.83,84,1,1,0,Malicious
4385,0.16,152,2.7,83,1,1,0,Malicious
4331,0.16,150,2.75,89,1,1,0,Malicious
11700,0.17,539,1.42,374,1,1,0,Malicious
4227,0.16,144,2.85,82,1,1,0,Malicious
10478,0.16,524,1.26,377,1,1,0,Malicious
4694,0.16,167,2.54,95,1,1,0,Malicious
4137,0.16,140,2.89,77,1,1,0,Malicious
4122,0.16,140,2.89,78,1,1,0,Malicious
7334,0.11,332,13.23,125,0,1,0,Malicious
7397,0.11,349,12.61,139,0,1,0,Malicious
4599,0.16,161,2.58,92,1,1,0,Malicious
4202,0.16,145,2.85,84,1,1,0,Malicious
7659,0.11,364,12.65,131,0,1,0,Malicious
8231,0.1,466,10.29,171,0,1,0,Malicious
10117,0.16,461,1.56,296,1,1,0,Malicious
4417,0.16,158,2.69,90,1,1,0,Malicious
4450,0.16,156,2.72,88,1,1,0,Malicious
4179,0.16,140,2.97,77,1,1,0,Malicious
8026,0.1,443,10.54,165,0,1,0,Malicious
4530,0.16,157,2.64,89,1,1,0,Malicious
4243,0.16,143,2.86,81,1,1,0,Malicious
4452,0.16,156,2.67,88,1,1,0,Malicious
3982,0.16,134,3.03,73,1,1,0,Malicious
4212,0.16,145,2.84,82,1,1,0,Malicious
8007,0.1,438,10.66,162,0,1,0,Malicious
3611,0.16,116,3.41,63,1,1,0,Malicious
4075,0.16,137,2.97,75,1,1,0,Malicious
11633,0.17,522,1.34,365,1,1,0,Malicious
4361,0.16,158,2.7,92,1,1,0,Malicious
4090,0.16,140,3.04,80,1,1,0,Malicious
4334,0.16,152,2.74,86,1,1,0,Malicious
10343,0.17,468,1.51,316,1,1,0,Malicious
8003,0.1,436,10.71,159,0,1,0,Malicious
8050,0.1,449,10.43,173,0,1,0,Malicious
4108,0.16,139,2.94,78,1,1,0,Malicious
4302,0.16,152,2.73,86,1,1,0,Malicious
3941,0.16,132,3.17,72,1,1,0,Malicious
8169,0.1,455,10.49,165,0,1,0,Malicious
6763,0.02,28,175.71,107,0,9,0,Malicious
2571,0.09,36,9.44,7,0,1,0,Malicious
2453,0.09,37,8.95,8,0,1,0,Malicious
6961,0.02,30,163.83,102,0,8,0,Malicious
2566,0.09,36,9.08,7,0,1,0,Malicious
2465,0.09,36,9.53,7,0,1,0,Malicious
2523,0.09,36,9.36,7,0,1,0,Malicious
7086,0.02,26,195.58,102,0,9,0,Malicious
2530,0.09,36,9.33,7,0,1,0,Malicious
2517,0.09,36,9.44,7,0,1,0,Malicious
2421,0.09,36,9.28,7,0,1,0,Malicious
2505,0.09,36,9.22,7,0,1,0,Malicious
6149,0.02,28,162.25,99,0,8,0,Malicious
2507,0.09,36,9.5,7,0,1,0,Malicious
2574,0.09,37,9.35,8,0,1,0,Malicious
2567,0.09,36,9.56,7,0,1,0,Malicious
2524,0.09,36,9.36,7,0,1,0,Malicious
2501,0.09,36,9.56,7,0,1,0,Malicious
2571,0.09,36,9.28,7,0,1,0,Malicious
2553,0.09,36,9.44,7,0,1,0,Malicious
2481,0.09,36,9.39,7,0,1,0,Malicious
2426,0.09,36,9.5,7,0,1,0,Malicious
6830,0.03,30,160.6,102,0,7,0,Malicious
2512,0.09,36,9.53,7,0,1,0,Malicious
2525,0.09,36,9.42,7,0,1,0,Malicious
6089,0.13,245,15.18,89,0,1,0,Malicious
2521,0.09,36,9.56,7,0,1,0,Malicious
2500,0.09,36,9.42,7,0,1,0,Malicious
6088,0.13,250,14.8,90,0,1,0,Malicious
2460,0.09,36,9.5,7,0,1,0,Malicious
6057,0.13,248,14.83,95,0,1,0,Malicious
2495,0.09,37,8.97,8,0,1,0,Malicious
7014,0.02,32,158.28,108,0,8,0,Malicious
7034,0.02,24,207.42,101,0,10,0,Malicious
2470,0.09,36,9.47,7,0,1,0,Malicious
2486,0.09,36,9.33,7,0,1,0,Malicious
2452,0.09,36,9.31,7,0,1,0,Malicious
2516,0.09,36,9.58,7,0,1,0,Malicious
2501,0.09,36,9.42,7,0,1,0,Malicious
2487,0.09,36,9.61,7,0,1,0,Malicious
6344,0.03,28,161.75,98,0,8,0,Malicious
2561,0.09,36,9.56,7,0,1,0,Malicious
6840,0.03,25,193.92,101,0,9,0,Malicious
2483,0.09,36,9.53,7,0,1,0,Malicious
2499,0.09,36,9.58,7,0,1,0,Malicious
2544,0.09,36,9.31,7,0,1,0,Malicious
10182,0.17,452,1.44,304,1,1,0,Malicious
2521,0.09,36,9.36,7,0,1,0,Malicious
3850,0.16,128,3.13,70,1,1,0,Malicious
2544,0.09,36,9.47,7,0,1,0,Malicious
2487,0.09,36,9.31,7,0,1,0,Malicious
2457,0.09,36,9.44,7,0,1,0,Malicious
6569,0.02,28,170.25,96,0,8,0,Malicious
2445,0.09,36,9.44,7,0,1,0,Malicious
2476,0.09,36,9.06,7,0,1,0,Malicious
2447,0.09,37,9.43,8,0,1,0,Malicious
6241,0.12,262,14.55,96,0,1,0,Malicious
6482,0.03,27,168.0,95,0,8,0,Malicious
2539,0.09,36,9.64,7,0,1,0,Malicious
2506,0.09,36,9.31,7,0,1,0,Malicious
2480,0.09,36,9.53,7,0,1,0,Malicious
2491,0.09,36,9.53,7,0,1,0,Malicious
2523,0.09,36,9.75,7,0,1,0,Malicious
2556,0.09,37,9.11,8,0,1,0,Malicious
6880,0.04,27,182.11,95,0,8,0,Malicious
2473,0.09,36,9.11,7,0,1,0,Malicious
7301,0.05,31,165.94,105,0,7,0,Malicious
7621,0.04,27,200.93,108,0,9,0,Malicious
7483,0.02,26,207.19,109,0,9,0,Malicious
2472,0.09,36,9.69,7,0,1,0,Malicious
2501,0.09,36,9.61,7,0,1,0,Malicious
2450,0.09,37,9.11,8,0,1,0,Malicious
2507,0.09,37,9.08,8,0,1,0,Malicious
7382,0.02,26,202.31,102,0,10,0,Malicious
7336,0.04,27,194.41,107,0,10,0,Malicious
2499,0.09,37,9.32,8,0,1,0,Malicious
2528,0.09,36,9.5,7,0,1,0,Malicious
2482,0.09,37,8.95,8,0,1,0,Malicious
2491,0.09,36,9.47,7,0,1,0,Malicious
7120,0.05,27,191.44,98,0,9,0,Malicious
2443,0.09,36,9.28,7,0,1,0,Malicious
2426,0.09,36,9.42,7,0,1,0,Malicious
2489,0.09,36,9.53,7,0,1,0,Malicious
2555,0.09,36,9.56,7,0,1,0,Malicious
2490,0.09,36,9.61,7,0,1,0,Malicious
2513,0.09,36,9.64,7,0,1,0,Malicious
2515,0.09,36,9.33,7,0,1,0,Malicious
2510,0.09,37,9.22,8,0,1,0,Malicious
2505,0.09,36,9.42,7,0,1,0,Malicious
6564,0.02,26,182.19,95,0,9,0,Malicious
2600,0.09,36,9.19,7,0,1,0,Malicious
6996,0.02,29,177.03,112,0,7,0,Malicious
2499,0.09,36,9.28,7,0,1,0,Malicious
6762,0.02,27,181.56,93,0,10,0,Malicious
2450,0.09,36,9.64,7,0,1,0,Malicious
6787,0.04,31,159.87,110,0,8,0,Malicious
6241,0.12,265,14.34,99,0,1,0,Malicious
2550,0.09,36,9.78,7,0,1,0,Malicious
2497,0.09,36,9.47,7,0,1,0,Malicious
2537,0.09,37,9.46,8,0,1,0,Malicious
2471,0.09,36,9.39,7,0,1,0,Malicious
2532,0.09,36,9.42,7,0,1,0,Malicious
2465,0.09,36,9.31,7,0,1,0,Malicious
2497,0.09,36,9.78,7,0,1,0,Malicious
6874,0.03,28,172.61,98,0,9,0,Malicious
2489,0.09,37,9.41,8,0,1,0,Malicious
7159,0.02,28,182.25,104,0,9,0,Malicious
2569,0.09,36,9.36,7,0,1,0,Malicious
2503,0.09,36,9.36,7,0,1,0,Malicious
2480,0.09,36,9.28,7,0,1,0,Malicious
6851,0.03,28,174.25,103,0,8,0,Malicious
6668,0.03,29,164.48,100,0,8,0,Malicious
2500,0.09,37,9.38,8,0,1,0,Malicious
2500,0.09,36,9.19,7,0,1,0,Malicious
2549,0.09,36,9.36,7,0,1,0,Malicious
2435,0.09,36,9.28,7,0,1,0,Malicious
2444,0.09,36,9.33,7,0,1,0,Malicious
2468,0.09,36,9.39,7,0,1,0,Malicious
2516,0.09,37,9.16,8,0,1,0,Malicious
6625,0.03,28,166.07,95,0,8,0,Malicious
2506,0.09,36,9.22,7,0,1,0,Malicious
2436,0.09,37,9.46,8,0,1,0,Malicious
2451,0.09,37,9.11,8,0,1,0,Malicious
2505,0.09,37,9.19,8,0,1,0,Malicious
6932,0.02,27,190.37,95,0,9,0,Malicious
7062,0.05,25,196.16,94,0,10,0,Malicious
7028,0.02,27,190.78,96,0,10,0,Malicious
2512,0.09,36,9.47,7,0,1,0,Malicious
2509,0.09,36,9.56,7,0,1,0,Malicious
7656,0.02,28,196.68,106,0,10,0,Malicious
2500,0.09,36,9.33,7,0,1,0,Malicious
2486,0.09,36,9.5,7,0,1,0,Malicious
2518,0.09,36,9.53,7,0,1,0,Malicious
6618,0.02,28,170.21,102,0,8,0,Malicious
2482,0.09,36,9.11,7,0,1,0,Malicious
7457,0.02,26,208.0,102,0,11,0,Malicious
6142,0.13,255,14.66,95,0,1,0,Malicious
2513,0.09,36,9.58,7,0,1,0,Malicious
6635,0.04,28,170.29,94,0,9,0,Malicious
7167,0.02,23,233.48,100,0,9,0,Malicious
6727,0.03,30,158.5,101,0,8,0,Malicious
7010,0.02,25,201.2,97,0,9,0,Malicious
2450,0.09,36,9.33,7,0,1,0,Malicious
2528,0.09,37,9.14,8,0,1,0,Malicious
2452,0.09,36,9.67,7,0,1,0,Malicious
2506,0.09,37,9.3,8,0,1,0,Malicious
2541,0.09,36,9.39,7,0,1,0,Malicious
7699,0.02,27,208.33,113,0,11,0,Malicious
2548,0.09,36,9.69,7,0,1,0,Malicious
2530,0.09,36,9.39,7,0,1,0,Malicious
2481,0.09,36,9.36,7,0,1,0,Malicious
2483,0.09,37,9.0,8,0,1,0,Malicious
2604,0.08,36,9.19,7,0,1,0,Malicious
7123,0.02,28,183.14,107,0,9,0,Malicious
2408,0.09,36,9.33,7,0,1,0,Malicious
7286,0.04,29,177.24,106,0,9,0,Malicious
2511,0.09,36,9.39,7,0,1,0,Malicious
7422,0.02,27,193.89,99,0,10,0,Malicious
2506,0.09,36,9.69,7,0,1,0,Malicious
2457,0.09,36,9.28,7,0,1,0,Malicious
2617,0.08,36,9.25,7,0,1,0,Malicious
2457,0.09,37,9.11,8,0,1,0,Malicious
7602,0.02,28,198.18,108,0,9,0,Malicious
7594,0.04,26,209.46,109,0,10,0,Malicious
2594,0.09,36,9.64,7,0,1,0,Malicious
2504,0.09,37,9.27,8,0,1,0,Malicious
7565,0.02,24,222.17,103,0,12,0,Malicious
6986,0.03,28,179.46,97,0,7,0,Malicious
2473,0.09,36,9.67,7,0,1,0,Malicious
2500,0.09,36,9.61,7,0,1,0,Malicious
7227,0.02,26,196.58,102,0,10,0,Malicious
7104,0.02,32,162.06,102,0,8,0,Malicious
6030,0.13,241,15.23,85,0,1,0,Malicious
2525,0.09,36,9.58,7,0,1,0,Malicious
2552,0.09,36,9.28,7,0,1,0,Malicious
2503,0.09,36,9.31,7,0,1,0,Malicious
2466,0.09,36,9.19,7,0,1,0,Malicious
6664,0.03,24,200.5,107,0,11,0,Malicious
2582,0.09,36,9.47,7,0,1,0,Malicious
2550,0.09,36,9.58,7,0,1,0,Malicious
2516,0.09,36,9.44,7,0,1,0,Malicious
2473,0.09,36,9.5,7,0,1,0,Malicious
6491,0.03,27,174.11,100,0,8,0,Malicious
2520,0.09,36,9.22,7,0,1,0,Malicious
2512,0.09,36,9.44,7,0,1,0,Malicious
7047,0.02,28,185.61,98,0,8,0,Malicious
2568,0.09,36,9.5,7,0,1,0,Malicious
7397,0.03,25,205.48,103,0,9,0,Malicious
2509,0.09,36,9.53,7,0,1,0,Malicious
2467,0.09,37,9.16,8,0,1,0,Malicious
2498,0.09,37,9.38,8,0,1,0,Malicious
2497,0.09,36,9.19,7,0,1,0,Malicious
2481,0.09,36,9.75,7,0,1,0,Malicious
2571,0.09,36,9.08,7,0,1,0,Malicious
2562,0.09,36,9.61,7,0,1,0,Malicious
7096,0.05,26,194.5,100,0,9,0,Malicious
6808,0.02,27,184.78,96,0,10,0,Malicious
2466,0.09,36,9.67,7,0,1,0,Malicious
2546,0.09,36,9.61,7,0,1,0,Malicious
6673,0.03,28,166.54,96,0,8,0,Malicious
6032,0.13,239,15.4,87,0,1,0,Malicious
2534,0.09,36,9.58,7,0,1,0,Malicious
7244,0.02,29,184.38,106,0,10,0,Malicious
2500,0.09,36,9.75,7,0,1,0,Malicious
2490,0.09,36,9.75,7,0,1,0,Malicious
2528,0.09,37,9.3,8,0,1,0,Malicious
2508,0.09,37,9.49,8,0,1,0,Malicious
7183,0.02,24,212.29,107,0,10,0,Malicious
2574,0.09,36,9.53,7,0,1,0,Malicious
6788,0.02,24,198.38,99,0,10,0,Malicious
2472,0.09,36,9.36,7,0,1,0,Malicious
2503,0.09,36,9.56,7,0,1,0,Malicious
2567,0.09,37,9.35,8,0,1,0,Malicious
7288,0.04,27,193.89,108,0,11,0,Malicious
2483,0.09,36,9.47,7,0,1,0,Malicious
2510,0.09,36,9.47,7,0,1,0,Malicious
2504,0.09,36,9.69,7,0,1,0,Malicious
7132,0.02,27,188.56,102,0,8,0,Malicious
2454,0.09,37,9.32,8,0,1,0,Malicious
2541,0.09,36,9.75,7,0,1,0,Malicious
2487,0.09,36,9.19,7,0,1,0,Malicious
2447,0.09,36,9.31,7,0,1,0,Malicious
6885,0.02,29,167.76,99,0,8,0,Malicious
2501,0.09,36,9.31,7,0,1,0,Malicious
2527,0.09,36,9.92,7,0,1,0,Malicious
2517,0.09,36,9.47,7,0,1,0,Malicious
2582,0.09,36,9.61,7,0,1,0,Malicious
2497,0.09,36,9.61,7,0,1,0,Malicious
2491,0.09,36,9.25,7,0,1,0,Malicious
6886,0.02,29,172.41,103,0,8,0,Malicious
2468,0.09,36,9.42,7,0,1,0,Malicious
2462,0.09,36,9.33,7,0,1,0,Malicious
2391,0.09,37,9.14,8,0,1,0,Malicious
2491,0.09,36,9.36,7,0,1,0,Malicious
2491,0.09,36,9.33,7,0,1,0,Malicious
6928,0.02,28,173.46,106,0,9,0,Malicious
2459,0.09,36,9.5,7,0,1,0,Malicious
2529,0.09,36,9.56,7,0,1,0,Malicious
6976,0.1,338,6.62,84,0,1,0,Malicious
7089,0.1,338,6.75,86,0,1,0,Malicious
7040,0.1,338,6.69,86,0,1,0,Malicious
6991,0.1,338,6.7,84,0,1,0,Malicious
7102,0.1,338,6.81,86,0,1,0,Malicious
7000,0.1,338,6.76,84,0,1,0,Malicious
7176,0.1,338,6.91,86,0,1,0,Malicious
7107,0.1,338,6.78,86,0,1,0,Malicious
7144,0.1,338,6.79,86,0,1,0,Malicious
7085,0.1,338,6.76,86,0,1,0,Malicious
7081,0.1,338,6.77,86,0,1,0,Malicious
7231,0.02,27,191.07,98,0,9,0,Malicious
7121,0.1,338,6.93,86,0,1,0,Malicious
7040,0.1,338,6.73,86,0,1,0,Malicious
2491,0.09,36,9.56,7,0,1,0,Malicious
7061,0.1,338,6.78,84,0,1,0,Malicious
7052,0.1,338,6.77,86,0,1,0,Malicious
7104,0.1,338,6.79,84,0,1,0,Malicious
7113,0.1,338,6.82,86,0,1,0,Malicious
7079,0.1,338,6.75,86,0,1,0,Malicious
7144,0.1,338,7.05,84,0,1,0,Malicious
7089,0.1,338,6.83,86,0,1,0,Malicious
7142,0.1,338,6.9,86,0,1,0,Malicious
7042,0.1,338,6.65,86,0,1,0,Malicious
7021,0.1,338,6.79,84,0,1,0,Malicious
7035,0.1,338,6.83,84,0,1,0,Malicious
7032,0.1,338,6.83,84,0,1,0,Malicious
6973,0.1,338,6.68,84,0,1,0,Malicious
7072,0.1,338,6.75,84,0,1,0,Malicious
7079,0.1,338,6.92,84,0,1,0,Malicious
7041,0.1,338,6.75,84,0,1,0,Malicious
7067,0.1,338,6.68,84,0,1,0,Malicious
7075,0.1,338,6.79,86,0,1,0,Malicious
7165,0.1,338,6.97,84,0,1,0,Malicious
6801,0.1,58,16.62,53,0,3,5,Malicious
6844,0.11,58,16.31,77,0,3,5,Malicious
6940,0.1,59,15.93,67,0,4,5,Malicious
8072,0.1,70,14.27,61,0,4,5,Malicious
6906,0.1,60,15.72,55,0,4,5,Malicious
6998,0.11,60,15.48,69,0,4,5,Malicious
7092,0.1,64,15.05,59,0,4,5,Malicious
7283,0.1,65,14.95,63,0,4,5,Malicious
7101,0.1,61,15.98,63,0,3,5,Malicious
6994,0.1,59,15.97,61,0,3,5,Malicious
10201,0.1,75,13.77,68,0,4,5,Malicious
7380,0.11,66,14.98,66,0,4,5,Malicious
6930,0.1,58,16.43,75,0,3,5,Malicious
9809,0.03,24,385.58,27,1,0,0,Malicious
9857,0.03,26,356.38,29,1,0,0,Malicious
6215,0.11,269,6.68,68,0,1,0,Malicious
6677,0.1,60,16.27,59,0,5,5,Malicious
6176,0.11,269,6.48,68,0,1,0,Malicious
6148,0.11,269,6.49,68,0,1,0,Malicious
6098,0.11,269,6.54,68,0,1,0,Malicious
6202,0.11,269,6.52,68,0,1,0,Malicious
6118,0.11,269,6.41,68,0,1,0,Malicious
9721,0.03,22,418.18,25,1,0,0,Malicious
9960,0.03,23,409.65,26,1,0,0,Malicious
6531,0.11,55,15.04,79,0,4,5,Malicious
6241,0.11,269,6.7,68,0,1,0,Malicious
6138,0.11,269,6.59,68,0,1,0,Malicious
347808,0.0,33,10475.97,3932,0,0,0,Malicious
5952,0.11,232,7.32,62,0,1,0,Malicious
347824,0.0,33,10475.97,3932,0,0,0,Malicious
5901,0.11,232,7.13,62,0,1,0,Malicious
347812,0.0,33,10475.97,3932,0,0,0,Malicious
347820,0.0,33,10475.97,3932,0,0,0,Malicious
5925,0.11,232,7.0,62,0,1,0,Malicious
5824,0.12,232,6.98,62,0,1,0,Malicious
5903,0.11,232,7.08,62,0,1,0,Malicious
5870,0.12,232,6.99,62,0,1,0,Malicious
377,0.05,5,54.2,0,0,0,0,Malicious
427,0.05,5,65.6,0,0,0,0,Malicious
50918,0.0,106,1.57,11,0,0,0,Malicious
49463,0.0,105,1.58,10,0,0,0,Malicious
50229,0.0,105,1.58,10,0,0,0,Malicious
50049,0.0,106,1.57,11,0,0,0,Malicious
52128,0.0,109,1.52,13,0,0,0,Malicious
52112,0.0,110,1.52,13,0,0,0,Malicious
50179,0.0,105,1.58,10,0,0,0,Malicious
50955,0.0,107,1.56,11,0,0,0,Malicious
49935,0.0,106,1.57,11,0,0,0,Malicious
51850,0.0,109,1.52,13,0,0,0,Malicious
53202,0.0,109,1.52,13,0,0,0,Malicious
50306,0.0,106,1.57,11,0,0,0,Malicious
51829,0.0,109,1.52,13,0,0,0,Malicious
50360,0.0,106,1.57,11,0,0,0,Malicious
50243,0.0,106,1.57,11,0,0,0,Malicious
49939,0.0,106,1.57,11,0,0,0,Malicious
50317,0.0,107,1.56,11,0,0,0,Malicious
52137,0.0,109,1.52,13,0,0,0,Malicious
50982,0.0,106,1.57,11,0,0,0,Malicious
50276,0.0,106,1.57,11,0,0,0,Malicious
52068,0.0,109,1.52,13,0,0,0,Malicious
51915,0.0,109,1.52,13,0,0,0,Malicious
51178,0.0,107,1.56,11,0,0,0,Malicious
50228,0.0,105,1.58,10,0,0,0,Malicious
52085,0.0,109,1.52,13,0,0,0,Malicious
50335,0.0,107,1.56,11,0,0,0,Malicious
51999,0.0,110,1.52,13,0,0,0,Malicious
52139,0.0,110,1.52,13,0,0,0,Malicious
53213,0.0,109,1.52,13,0,0,0,Malicious
52090,0.0,109,1.52,13,0,0,0,Malicious
51929,0.0,109,1.52,13,0,0,0,Malicious
49460,0.0,105,1.58,10,0,0,0,Malicious
53227,0.0,109,1.52,13,0,0,0,Malicious
52181,0.0,109,1.52,13,0,0,0,Malicious
51933,0.0,110,1.52,13,0,0,0,Malicious
50362,0.0,106,1.57,11,0,0,0,Malicious
52123,0.0,110,1.52,13,0,0,0,Malicious
51067,0.0,106,1.57,11,0,0,0,Malicious
50897,0.0,106,1.57,11,0,0,0,Malicious
50345,0.0,106,1.57,11,0,0,0,Malicious
52098,0.0,109,1.52,13,0,0,0,Malicious
51917,0.0,109,1.52,13,0,0,0,Malicious
52097,0.0,109,1.52,13,0,0,0,Malicious
52017,0.0,109,1.52,13,0,0,0,Malicious
53147,0.0,109,1.52,13,0,0,0,Malicious
52157,0.0,109,1.52,13,0,0,0,Malicious
50310,0.0,105,1.58,10,0,0,0,Malicious
51963,0.0,109,1.52,13,0,0,0,Malicious
50245,0.0,105,1.58,10,0,0,0,Malicious
51003,0.0,106,1.57,11,0,0,0,Malicious
50186,0.0,105,1.58,10,0,0,0,Malicious
52150,0.0,109,1.52,13,0,0,0,Malicious
52160,0.0,109,1.52,13,0,0,0,Malicious
51978,0.0,110,1.52,13,0,0,0,Malicious
50997,0.0,105,1.58,10,0,0,0,Malicious
51964,0.0,109,1.52,13,0,0,0,Malicious
50160,0.0,105,1.58,10,0,0,0,Malicious
50888,0.0,106,1.57,11,0,0,0,Malicious
52089,0.0,110,1.52,13,0,0,0,Malicious
50330,0.0,107,1.56,11,0,0,0,Malicious
52232,0.0,107,1.56,11,0,0,0,Malicious
174237,0.1,174,1.0,6,0,0,0,Malicious
174986,0.1,0,0.0,10,0,0,0,Malicious
51902,0.0,109,1.52,13,0,0,0,Malicious
173942,0.1,174,1.0,6,0,0,0,Malicious
173459,0.1,174,1.0,6,0,0,0,Malicious
169527,0.1,172,1.0,6,0,0,0,Malicious
169677,0.1,176,1.0,6,0,0,0,Malicious
173911,0.1,174,1.0,6,0,0,0,Malicious
174006,0.1,174,1.0,6,0,0,0,Malicious
173706,0.1,176,1.0,6,0,0,0,Malicious
173522,0.1,174,1.0,6,0,0,0,Malicious
174952,0.1,0,0.0,10,0,0,0,Malicious
174467,0.1,176,1.0,6,0,0,0,Malicious
174657,0.1,172,1.0,6,0,0,0,Malicious
175168,0.1,0,0.0,10,0,0,0,Malicious
174275,0.1,172,1.0,6,0,0,0,Malicious
169771,0.1,174,1.0,6,0,0,0,Malicious
173696,0.1,176,1.0,6,0,0,0,Malicious
174600,0.1,0,0.0,10,0,0,0,Malicious
173662,0.1,174,1.0,6,0,0,0,Malicious
174297,0.1,172,1.0,6,0,0,0,Malicious
174445,0.1,172,1.0,6,0,0,0,Malicious
169230,0.1,172,1.0,6,0,0,0,Malicious
174354,0.1,174,1.0,6,0,0,0,Malicious
173996,0.1,0,0.0,10,0,0,0,Malicious
174142,0.1,0,0.0,10,0,0,0,Malicious
174000,0.1,0,0.0,10,0,0,0,Malicious
169249,0.1,174,1.0,6,0,0,0,Malicious
175121,0.1,0,0.0,10,0,0,0,Malicious
174878,0.1,0,0.0,10,0,0,0,Malicious
8620,0.1,79,13.48,67,0,4,5,Malicious
169428,0.1,172,1.0,6,0,0,0,Malicious
173500,0.1,174,1.0,6,0,0,0,Malicious
174902,0.1,0,0.0,10,0,0,0,Malicious
174188,0.1,0,0.0,10,0,0,0,Malicious
174651,0.1,0,0.0,10,0,0,0,Malicious
174780,0.1,0,0.0,10,0,0,0,Malicious
174695,0.1,172,1.0,6,0,0,0,Malicious
173319,0.1,176,1.0,6,0,0,0,Malicious
174738,0.1,174,1.0,6,0,0,0,Malicious
173947,0.1,0,0.0,10,0,0,0,Malicious
173850,0.1,174,1.0,6,0,0,0,Malicious
174923,0.1,0,0.0,10,0,0,0,Malicious
174929,0.1,0,0.0,10,0,0,0,Malicious
174559,0.1,0,0.0,10,0,0,0,Malicious
10473,0.02,67,53.55,18,0,1,1,Malicious
10497,0.02,63,58.06,18,0,1,0,Malicious
10501,0.02,63,58.13,18,0,1,0,Malicious
10491,0.02,63,57.97,18,0,1,0,Malicious
10482,0.02,67,53.69,18,0,1,1,Malicious
10483,0.02,67,53.7,18,0,1,1,Malicious
10481,0.02,63,57.81,18,0,1,0,Malicious
10489,0.02,63,57.94,18,0,1,0,Malicious
10475,0.02,67,53.58,18,0,1,1,Malicious
10467,0.02,67,53.46,18,0,1,1,Malicious
10493,0.02,67,53.85,18,0,1,1,Malicious
10480,0.02,67,53.66,18,0,1,1,Malicious
10480,0.02,63,57.79,18,0,1,0,Malicious
10474,0.02,67,53.57,18,0,1,1,Malicious
50956,0.0,106,1.57,11,0,0,0,Malicious
10472,0.02,67,53.54,18,0,1,1,Malicious
10466,0.02,67,53.45,18,0,1,1,Malicious
10471,0.02,67,53.52,18,0,1,1,Malicious
174744,0.1,174,1.0,6,0,0,0,Malicious
175027,0.1,0,0.0,10,0,0,0,Malicious
10482,0.02,63,57.83,18,0,1,0,Malicious
10478,0.02,67,53.63,18,0,1,1,Malicious
10502,0.02,63,58.14,18,0,1,0,Malicious
10479,0.02,67,53.64,18,0,1,1,Malicious
10487,0.02,63,57.9,18,0,1,0,Malicious
10488,0.02,67,53.78,18,0,1,1,Malicious
10492,0.02,67,53.84,18,0,1,1,Malicious
10483,0.02,63,57.84,18,0,1,0,Malicious
10505,0.02,63,58.19,18,0,1,0,Malicious
10487,0.02,67,53.76,18,0,1,1,Malicious
10494,0.02,63,58.02,18,0,1,0,Malicious
10484,0.02,63,57.86,18,0,1,0,Malicious
10486,0.02,63,57.89,18,0,1,0,Malicious
10484,0.02,67,53.72,18,0,1,1,Malicious
10494,0.02,67,53.87,18,0,1,1,Malicious
10508,0.02,63,58.24,18,0,1,0,Malicious
10477,0.02,63,57.75,18,0,1,0,Malicious
10468,0.02,67,53.48,18,0,1,1,Malicious
10476,0.02,67,53.6,18,0,1,1,Malicious
10492,0.02,63,57.98,18,0,1,0,Malicious
10500,0.02,63,58.11,18,0,1,0,Malicious
10496,0.02,63,58.05,18,0,1,0,Malicious
10490,0.02,67,53.81,18,0,1,1,Malicious
11748,0.11,725,4.71,42,0,0,0,Malicious
7011,0.11,471,5.58,14,0,0,2,Malicious
10495,0.02,63,58.03,18,0,1,0,Malicious
10491,0.02,67,53.82,18,0,1,1,Malicious
10488,0.02,63,57.92,18,0,1,0,Malicious
