ControlFlow,Exceptions,Expressions,Functions,Literal,LogicalExpression,LoopControlFlow,Loops,ObjectExpressions,Pattern,Property,Return,Statements,ThisExpression,VariableDeclarator,arrayManipulation,avg_str_length,concatenation,dom_operations,encodingObfuscation,eval,file_length,funcArgsCallExpression,funcArgsPrimitiveVal,funcReturnString,funcSelfInvoking,stringCount,varConcatenation,varWithArrayExpression,varWithCallExpression,varWithLiteralString,varWithNewExpression,varWithObjExpression,varWithThisExpression,Class
1,2,65,10,36,0,1,2,0,0,0,1,42,0,0,0,201,18,1,0,1,6623,9,10,0,0,24,0,0,0,0,0,0,0,Malicious
0,0,7,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,58108,1,2,0,0,2,0,0,0,0,0,0,0,Malicious
1,0,69,2,36,0,0,0,0,0,0,3,31,0,1,3,373,0,0,2,1,13802,26,32,0,0,35,0,0,0,0,1,0,0,Malicious
1,0,23,0,17825,0,0,1,1,0,0,0,10,2,5,0,1,7,1,0,1,49385,0,2,0,0,105,0,1,0,2,1,0,0,Malicious
635,14,8234,600,2256,492,19,43,224,12,566,380,2039,788,488,44,11,234,184,24,0,188805,52,698,1,157,1356,32,11,116,10,13,20,3,Benign
5,0,60,7,6,1,0,0,4,0,1,5,23,12,1,3,7,0,1,0,0,1623,0,0,0,3,2,0,0,0,0,0,0,0,Benign
1,0,105,1,129,0,0,0,0,0,0,2,5,0,24,1,361,1,0,0,1,77697,23,29,0,0,82,0,0,1,0,0,0,0,Malicious
110,12,1528,102,382,60,2,2,32,4,71,39,490,129,81,41,13,65,23,46,0,38059,35,138,1,29,273,3,0,22,3,5,4,2,Benign
6,2,82,10,67,3,2,2,0,0,0,9,54,3,23,0,7,10,6,0,0,1884,3,6,2,1,38,0,0,4,5,3,0,0,Malicious
0,0,9,0,17182,0,0,1,1,0,92,0,4,0,4,0,2,1,0,0,1,95329,0,0,0,0,17181,0,0,0,1,1,1,0,Malicious
77,0,1010,141,350,22,2,2,94,0,159,99,411,16,61,32,10,28,2,6,1,37888,10,96,0,54,267,1,5,21,1,11,2,0,Benign
1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40254,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
143,8,910,55,435,54,1,12,21,0,14,57,497,5,117,24,6,59,25,10,0,11649,10,101,8,6,203,2,7,22,10,4,4,0,Benign
0,0,8,0,17652,0,0,1,1,0,92,0,3,0,4,0,2,0,0,0,1,98064,0,0,0,0,17651,0,0,0,1,1,1,0,Malicious
417,27,7762,474,2379,775,40,95,556,0,500,191,2020,270,739,48,6,306,114,84,0,92101,44,510,4,76,1378,14,30,110,49,8,74,0,Benign
2,0,30,5,6,0,0,0,2,0,8,0,19,0,4,0,20,1,3,0,0,1240,0,4,0,5,5,0,0,2,0,0,1,0,Benign
1,0,21,0,18047,0,0,1,1,0,0,0,10,1,5,0,1,8,2,0,1,49938,0,2,0,0,106,0,1,0,2,1,0,0,Malicious
5,0,80,8,28,1,0,0,6,0,16,7,22,0,6,2,9,5,6,4,0,2095,1,14,0,2,21,1,0,1,0,0,2,0,Benign
19,2,300,20,474,8,5,11,2,0,0,14,121,3,68,2,79,57,2,11,1,24027,7,13,0,0,132,4,1,20,9,9,0,0,Malicious
205,0,2260,138,872,102,5,11,31,0,95,100,747,57,209,7,12,114,57,39,0,69567,18,433,1,64,636,8,4,126,5,2,4,0,Benign
44,4,481,46,162,25,1,2,23,0,25,44,192,8,55,0,15,22,22,3,0,17847,19,56,1,16,100,1,1,22,3,1,3,0,Benign
1,0,18,1,19084,0,0,1,1,0,0,1,8,1,8,1,1,8,0,1,1,53622,0,1,0,0,106,1,1,3,1,1,0,0,Malicious
20,0,294,23,30,20,0,1,7,0,15,7,102,38,11,3,6,0,0,0,0,3015,0,14,0,11,13,0,0,3,0,0,0,1,Benign
4,0,33,4,17,1,0,2,2,0,0,4,16,0,0,1,1382,4,0,4,1,12807,3,6,1,1,9,0,0,0,0,0,0,0,Malicious
695,24,5834,276,2259,362,35,78,82,0,119,113,2092,195,709,36,11,538,322,47,0,159323,54,770,0,101,1412,41,8,140,19,25,18,0,Benign
8,2,118,16,22,12,0,0,2,0,2,7,62,3,18,0,8,6,6,2,0,16279,1,6,0,4,15,0,0,3,1,0,1,0,Benign
24,1,117,7,71,3,0,4,4,0,9,14,41,7,11,7,2,29,0,5,1,2026,6,9,0,2,56,0,0,0,0,0,1,0,Benign
2,4,620,7,592,0,4,5,2,0,0,6,304,6,35,2,10,18,6,1,0,14765,3,8,1,0,61,2,2,4,5,10,0,0,Malicious
21,16,228,35,86,15,0,8,19,0,14,30,67,1,52,7,35,15,2,3,0,4535,3,12,0,9,44,0,1,11,1,0,4,0,Benign
0,0,96,0,17861,0,0,1,2,0,92,0,2,0,4,0,4,3,0,0,1,133648,0,0,0,0,17768,0,1,0,1,0,1,0,Malicious
1,0,69,2,36,0,0,0,0,0,0,3,31,0,1,3,364,0,0,2,1,13513,26,32,0,0,35,0,0,0,0,1,0,0,Malicious
1,0,21,0,18183,0,0,1,1,0,0,0,10,1,5,0,1,8,2,0,1,50317,0,2,0,0,106,0,1,0,2,1,0,0,Malicious
327,0,3818,239,1633,96,70,25,147,0,349,98,1123,353,418,25,10,540,14,63,0,79010,31,358,5,82,1157,28,14,131,21,5,8,9,Benign
347,21,4837,356,1687,601,2,38,385,0,470,264,675,414,483,133,8,15,7,124,0,59794,94,170,0,97,740,1,22,130,1,19,16,2,Benign
1,0,23,0,18867,0,0,1,1,0,0,0,10,1,5,1,1,11,2,1,1,52160,0,2,0,0,110,0,1,0,2,1,0,0,Malicious
2,2,380,7,332,0,2,4,0,0,0,6,192,1,30,7,52,9,6,1,1,9268,3,24,0,0,59,2,0,4,4,11,0,0,Malicious
30,0,818,34,209,39,6,2,17,0,64,5,77,118,34,0,14,46,0,1,0,8976,7,71,0,16,165,7,0,8,0,1,4,1,Benign
5,0,102,4,40,8,0,0,2,0,1,1,15,5,8,2,20,2,6,0,0,1509,7,23,0,3,31,2,1,3,0,0,1,0,Benign
1,0,23,0,18111,0,0,1,1,0,0,0,10,2,5,0,1,7,1,0,1,50114,0,2,0,0,105,0,1,0,2,1,0,0,Malicious
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64549,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
289,55,5489,389,1725,508,11,60,242,0,466,228,870,243,486,53,9,175,113,40,0,67343,41,214,0,98,1173,14,12,79,8,5,37,17,Benign
0,0,1,0,219,0,0,0,0,0,0,0,1,0,117,0,3,217,0,0,1,2240,0,0,0,0,219,1,0,0,115,0,0,0,Malicious
152,22,1240,73,501,66,4,14,47,0,61,53,462,45,90,11,10,57,50,12,0,22199,20,181,2,39,355,4,4,37,9,0,5,0,Benign
8,0,134,11,161,12,0,0,18,0,102,0,52,0,12,0,39,2,41,0,0,9920,0,28,0,8,131,0,0,0,3,0,3,0,Benign
100,7,1643,110,326,211,5,9,78,0,73,58,228,134,161,32,7,33,8,29,1,16691,25,81,1,40,143,1,4,16,3,1,10,5,Benign
16,0,164,16,92,30,0,0,8,0,23,15,31,4,39,0,9,24,9,0,0,2771,1,13,0,5,74,0,0,19,0,0,0,0,Benign
3,0,77,6,45,2,0,0,9,0,17,0,28,4,2,1,19,1,3,2,0,1569,2,23,0,5,30,0,1,1,0,0,0,0,Benign
16,0,190,10,54,2,0,0,2,0,1,2,54,22,13,0,9,0,1,0,0,3546,4,33,0,5,44,0,0,6,1,0,0,1,Benign
57,0,525,63,246,20,3,3,16,1,42,32,256,16,63,5,9,50,44,10,0,16070,3,78,0,13,169,7,1,29,6,3,3,0,Benign
212,17,1654,116,698,45,1,32,36,0,20,75,859,3,238,10,14,108,123,23,0,43971,11,336,6,27,524,9,12,85,9,26,1,2,Benign
1,0,128,1,154,0,0,0,0,0,0,2,5,0,24,0,275,2,0,0,1,71203,0,29,0,0,84,0,0,1,0,0,0,0,Malicious
0,0,7,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,58344,1,2,0,0,2,0,0,0,0,0,0,0,Malicious
21,2,329,21,800,11,5,12,23,0,0,13,131,4,79,6,74,56,0,8,1,30255,7,12,0,0,157,5,5,22,8,10,1,1,Malicious
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169700,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
95,8,1758,121,723,126,0,21,103,0,190,56,582,1,233,16,10,99,111,20,0,26879,8,102,0,27,414,12,7,46,12,6,27,0,Benign
1,0,15,1,17548,0,0,1,1,0,91,1,9,1,9,0,2,40,1,0,1,95449,0,1,0,0,17546,2,0,3,1,1,1,0,Malicious
0,0,48,0,28,0,0,0,0,0,0,0,23,0,3,0,1196,0,0,0,1,32855,23,23,0,0,27,0,0,0,0,2,0,0,Malicious
166,47,5548,398,1506,347,6,25,190,0,339,114,883,449,472,57,16,49,318,43,0,73108,100,641,0,133,993,14,3,213,3,12,25,1,Benign
0,0,16074,1,16076,0,0,1,1,0,0,1,92,0,91,0,1,4,0,0,1,132754,0,0,0,0,94,1,1,0,1,0,0,0,Malicious
0,0,8,0,17415,0,0,1,1,0,92,0,3,0,4,0,2,0,0,0,1,96791,0,0,0,0,17414,0,0,0,1,1,1,0,Malicious
0,0,2,0,4,0,0,0,0,0,0,0,0,0,3,0,15541,0,0,0,0,66440,0,1,0,0,4,0,0,1,1,0,0,0,Malicious
0,0,174,1,175,0,0,0,0,0,0,1,88,0,0,0,1,0,0,0,0,173351,0,0,0,0,174,0,0,0,0,0,0,0,Malicious
1,0,18,1,18141,0,0,1,1,0,92,1,9,2,8,0,2,28,0,0,1,103757,0,1,0,0,18138,2,0,2,1,1,1,0,Malicious
0,0,174,1,175,0,0,0,0,0,0,1,88,0,0,0,1,0,0,0,0,173495,0,0,0,0,174,0,0,0,0,0,0,0,Malicious
7,0,71,5,38,1,0,1,2,0,6,2,23,6,3,1,2,10,0,4,0,1365,1,3,0,3,18,0,0,0,1,0,0,0,Benign
176,37,2499,198,584,218,13,44,84,0,55,109,796,310,234,13,9,62,54,29,0,26350,15,151,1,22,278,6,4,47,1,9,17,5,Benign
2,0,142,11,62,12,0,0,1,0,4,0,26,5,2,0,14,0,1,0,0,1986,3,51,0,7,53,0,0,1,0,0,0,0,Benign
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174946,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
0,0,25,0,27,0,0,0,0,0,0,0,23,0,2,0,511,0,0,0,1,17100,0,23,0,0,27,0,0,0,0,2,0,0,Malicious
3,0,112,5,172,0,1,2,0,0,0,4,38,3,144,0,3,101,7,22,0,4514,3,26,2,0,137,0,0,25,114,3,0,0,Malicious
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61939,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
1,0,15,1,17895,0,0,1,1,0,92,1,9,1,9,0,2,40,1,0,1,97289,0,1,0,0,17893,2,0,3,1,1,1,0,Malicious
1,0,16,1,213,0,0,1,1,0,91,1,9,1,9,0,346,20,1,1,1,74355,0,2,0,0,211,2,0,4,1,0,1,0,Malicious
12,0,448,16,113,46,0,1,4,0,0,8,79,1,6,21,11,16,0,3,0,4616,3,33,0,6,62,0,1,2,0,0,0,0,Benign
5,1,49,4,21,3,0,0,6,0,16,1,19,3,2,0,7,0,3,0,0,2000,2,3,0,3,8,0,0,2,0,0,0,0,Benign
0,0,33,0,57,0,0,0,3,0,0,0,2,0,23,0,11,17,1,0,0,2224,0,2,0,0,27,1,3,2,1,0,0,0,Malicious
9,0,295,23,134,25,0,10,23,0,61,17,48,8,44,2,8,56,2,3,0,6058,20,23,0,4,71,9,1,8,0,0,2,1,Benign
24,16,205,31,83,15,0,3,16,0,21,24,65,4,28,6,28,5,6,3,0,4407,4,16,0,4,59,0,1,6,0,0,2,0,Benign
0,0,54,0,31,0,0,0,0,0,0,0,26,0,3,0,1089,0,0,0,1,33286,26,26,0,0,30,0,0,0,0,2,0,0,Malicious
23,0,547,28,104,32,2,1,12,0,19,17,55,88,27,2,10,1,6,1,0,5040,11,45,0,13,68,0,0,13,0,0,1,1,Benign
1,0,105,1,129,0,0,0,0,0,0,2,5,0,24,1,361,1,0,0,1,77702,23,29,0,0,82,0,0,1,0,0,0,0,Malicious
2,0,245,6,124,0,0,1,2,0,0,6,85,0,13,66,131,14,0,4,1,12507,19,95,0,0,69,0,1,2,0,0,0,0,Malicious
658,123,8524,1100,3710,654,9,106,417,0,460,681,2067,401,1927,84,7,261,25,87,0,98324,164,1812,1,181,1020,78,26,998,11,20,27,11,Benign
140,3,1508,214,1318,52,0,5,115,0,428,190,299,8,310,48,8,12,6,41,0,24502,53,533,1,14,325,8,2,134,2,4,18,0,Benign
100,20,2345,314,1506,124,6,28,774,0,1259,246,533,170,270,42,5,33,11,24,0,58809,46,98,0,95,798,3,19,142,0,5,9,0,Benign
1,0,23,0,19088,0,0,1,1,0,0,0,10,1,5,1,1,11,2,1,1,52757,0,2,0,0,109,0,1,0,2,1,0,0,Malicious
1,2,152,2,298,0,0,0,1,0,0,1,50,2,6,5,14,102,0,5,0,6428,0,15,0,0,266,1,1,0,0,3,0,1,Malicious
1200,68,18504,1053,4945,1967,36,220,685,0,950,798,2257,593,1684,239,7,597,41,204,1,196276,287,1003,0,326,2235,58,61,359,27,1,66,14,Benign
8,5,152,14,90,20,0,3,17,0,27,11,39,4,11,0,23,2,7,0,0,3363,0,20,0,3,62,0,0,2,0,0,0,0,Benign
53,0,908,29,440,14,0,0,3,0,6,1,301,20,23,33,11,38,5,31,0,10874,38,340,1,23,359,2,0,17,4,0,0,0,Benign
8,0,94,4,44,8,0,1,1,0,0,8,22,0,12,0,13,0,17,6,0,1294,1,7,0,1,15,0,0,1,2,0,0,0,Malicious
19,2,279,19,763,8,5,11,20,0,0,12,116,3,70,0,79,62,2,9,1,27256,6,13,0,0,141,4,3,21,7,9,0,0,Malicious
596,122,6801,671,2116,644,6,69,548,0,866,577,1246,395,1330,89,7,109,20,91,0,82600,132,407,2,185,845,35,37,361,20,30,42,0,Benign
4,0,66,3,35,2,0,1,1,0,0,0,31,2,1,0,9,1,1,0,0,1229,2,26,0,3,24,0,0,0,0,0,0,0,Benign
1,0,16,1,213,0,0,1,1,0,91,1,9,1,9,0,359,20,1,1,1,77058,0,2,0,0,211,2,0,4,1,0,1,0,Malicious
7,0,154,8,44,0,0,0,0,0,0,0,40,0,6,0,6,13,0,0,0,3122,2,30,0,3,42,1,0,4,0,0,0,0,Benign
74,0,915,58,443,21,0,7,35,0,81,9,375,23,58,0,8,109,1,19,0,15839,16,160,0,43,330,0,1,22,6,1,1,0,Benign
6,0,604,29,193,44,0,0,6,0,13,0,59,35,22,0,18,28,13,1,0,7697,7,137,0,27,157,0,0,9,3,0,1,0,Benign
39,0,472,29,121,17,0,0,19,0,33,16,152,73,27,5,10,10,12,0,0,13265,6,47,0,4,86,0,1,10,5,2,1,0,Benign
66,0,1002,29,236,58,0,0,30,0,76,8,134,163,36,2,18,12,6,7,0,11484,10,68,0,8,123,0,2,8,0,0,0,0,Benign
19,2,279,19,763,8,5,11,20,0,0,12,116,3,70,0,77,62,2,9,1,26024,6,13,0,0,141,4,3,21,7,9,0,0,Malicious
1,0,18,1,34342,0,0,1,1,0,92,1,9,2,8,0,1,17090,0,0,1,145503,0,1,0,0,34339,2,0,2,1,1,1,0,Malicious
46,2,376,49,101,24,1,6,11,0,7,29,201,20,44,0,7,13,11,2,0,21738,2,24,0,9,69,1,2,7,0,0,3,0,Benign
0,0,174,1,175,0,0,0,0,0,0,1,88,0,0,0,1,0,0,0,0,168968,0,0,0,0,174,0,0,0,0,0,0,0,Malicious
0,0,176,1,177,0,0,0,0,0,0,1,89,0,0,0,1,0,0,0,0,173502,0,0,0,0,176,0,0,0,0,0,0,0,Malicious
19,2,503,20,471,8,5,11,2,0,0,13,121,3,68,2,84,54,2,10,1,27482,7,13,0,0,130,3,1,20,10,9,0,0,Malicious
0,0,174,1,175,0,0,0,0,0,0,1,88,0,0,0,1,0,0,0,0,174327,0,0,0,0,174,0,0,0,0,0,0,0,Malicious
1,0,67,2,36,0,0,0,0,0,0,3,31,0,1,3,365,0,0,0,1,13506,26,32,0,0,35,0,0,0,0,1,0,0,Malicious
1,0,10,0,6,0,0,0,0,0,0,0,4,0,0,2,1,2,1,0,1,86286,0,2,0,0,4,0,0,0,0,0,0,0,Malicious
4,0,105,7,35,3,0,1,4,0,5,0,38,0,12,5,42,21,10,4,0,2801,0,13,0,2,22,4,1,3,0,0,0,0,Benign
1,0,60,8,37,0,0,0,7,0,23,1,21,5,5,0,9,8,2,0,0,1746,0,18,0,6,28,0,0,5,0,0,0,0,Benign
0,0,46,0,27,0,0,0,0,0,0,0,22,0,3,0,1239,0,0,0,1,32773,22,22,0,0,26,0,0,0,0,2,0,0,Malicious
119,2,1791,148,887,106,0,9,196,0,463,124,252,18,459,24,10,2,6,18,0,28421,105,162,0,63,415,6,2,189,5,0,14,0,Benign
3,0,71,13,30,5,0,0,21,0,36,8,20,2,29,1,41,0,0,0,0,2090,0,1,0,4,20,0,0,1,0,0,2,0,Benign
1,0,23,0,18850,0,0,1,1,0,0,0,10,1,5,1,1,11,2,1,1,52142,0,2,0,0,109,0,1,0,2,1,0,0,Malicious
56,0,1091,75,504,48,0,6,173,0,367,47,141,0,184,36,12,1,3,35,0,17900,57,125,0,35,300,1,0,97,0,0,1,0,Benign
17,0,127,7,54,4,0,2,9,0,6,0,60,2,22,5,8,10,6,1,0,10657,0,5,0,3,32,0,0,10,0,4,0,0,Benign
5,0,199,17,80,20,0,1,44,0,53,13,30,0,43,5,27,0,0,4,0,3752,9,13,0,9,38,0,0,22,0,0,0,0,Benign
0,0,46,0,27,0,0,0,0,0,0,0,22,0,3,0,1234,0,0,0,1,32649,22,22,0,0,26,0,0,0,0,2,0,0,Malicious
0,0,7,2,540,0,0,0,72,0,611,1,4,0,0,0,0,0,0,0,0,13308,0,1,0,1,0,0,0,0,0,0,0,0,Benign
19,2,497,20,476,8,5,11,2,0,0,13,119,3,66,2,81,55,2,11,1,24812,8,13,0,0,135,3,1,20,8,9,0,0,Malicious
1,0,23,0,18786,0,0,1,1,0,0,0,10,1,5,1,1,11,2,1,1,51964,0,2,0,0,109,0,1,0,2,1,0,0,Malicious
1,0,67,2,36,0,0,0,0,0,0,3,31,0,1,3,372,0,0,0,1,13774,26,32,0,0,35,0,0,0,0,1,0,0,Malicious
1,0,23,0,18662,0,0,1,1,0,0,0,10,2,5,0,1,7,1,0,1,51561,0,2,0,0,105,0,1,0,2,1,0,0,Malicious
137,0,3003,243,1356,263,27,6,211,0,548,78,500,45,430,8,16,122,78,6,0,51812,20,443,0,92,767,26,4,189,4,4,17,0,Benign
1,0,67,2,36,0,0,0,0,0,0,3,31,0,1,3,359,0,0,0,1,13306,26,32,0,0,35,0,0,0,0,1,0,0,Malicious
1,0,10,0,6,0,0,0,0,0,0,0,4,0,0,2,1,2,1,0,1,83938,0,2,0,0,4,0,0,0,0,0,0,0,Malicious
1,2,66,10,45,0,1,2,0,0,0,1,42,0,0,0,193,24,0,0,1,6840,9,10,0,0,25,0,0,0,0,0,0,0,Malicious
0,0,86,6,40,0,0,0,0,0,0,0,24,14,0,0,11,0,1,0,0,1194,0,40,0,6,40,0,0,0,0,0,0,0,Benign
53,21,741,88,278,96,0,7,57,0,87,44,188,15,82,25,9,23,24,15,0,11219,24,34,0,32,191,2,6,18,0,2,2,0,Benign
8,0,255,12,97,4,0,0,1,0,6,3,30,18,9,0,9,13,11,0,0,2907,0,72,1,10,85,1,0,5,0,0,1,0,Benign
1,0,23,0,17665,0,0,1,1,0,0,0,10,2,5,0,1,7,1,0,1,48970,0,2,0,0,105,0,1,0,2,1,0,0,Malicious
0,0,6,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,57244,1,2,0,0,1,0,0,0,0,0,0,0,Malicious
17,0,362,23,167,8,0,0,23,0,78,11,116,61,12,0,8,2,7,1,0,11981,3,90,0,13,84,0,0,7,0,0,2,0,Benign
43,0,681,36,218,14,0,0,15,0,57,25,155,83,45,0,7,50,7,0,0,16048,16,94,0,5,153,4,0,17,0,0,4,2,Benign
1,0,16,1,213,0,0,1,1,0,91,1,9,1,9,0,337,20,1,1,1,72484,0,2,0,0,211,2,0,4,1,0,1,0,Malicious
19,2,493,20,469,8,5,11,2,0,0,13,119,3,66,2,87,53,2,11,1,28634,7,14,0,0,130,3,1,20,8,9,0,0,Malicious
0,0,6,1,41,1,0,0,14,0,13,1,3,0,0,0,34,0,0,0,0,2058,0,7,0,1,41,0,0,0,0,0,0,0,Benign
171,0,3002,260,1160,51,0,7,50,0,121,47,1095,132,189,3,10,138,37,28,0,78276,42,781,3,181,942,11,2,82,15,3,10,0,Benign
1524,191,10195,561,4272,1116,202,185,277,0,629,577,2010,94,931,51,11,123,44,39,0,131759,145,344,1,80,1061,45,17,148,6,9,45,4,Benign
1545,155,15095,1302,5340,1645,152,216,661,0,1018,899,3095,405,1983,115,11,310,175,136,0,196482,166,1048,3,229,1936,63,29,592,13,16,100,24,Benign
1,0,105,1,102,0,0,0,0,0,0,2,5,0,24,3,171,0,0,0,1,15153,23,29,0,0,78,0,0,1,0,0,0,0,Malicious
40,0,944,73,449,83,0,3,122,0,258,52,117,0,283,10,8,0,0,8,0,14469,51,99,1,26,178,5,0,115,1,0,10,0,Benign
3,0,47,2,3949,4,0,1,1574,0,2134,1,6,0,9,0,6,7,1,2,0,36358,0,5,0,2,2789,3,1,3,0,0,0,0,Benign
19,2,279,19,763,8,5,11,20,0,0,12,116,3,70,0,78,62,2,9,1,26633,6,13,0,0,141,4,3,21,7,9,0,0,Malicious
1,0,18,0,3716,0,0,0,1,0,0,0,8,1,1,1,5,0,2,0,1,84774,1,6,0,0,3711,0,0,0,0,0,0,0,Malicious
1,0,7,0,13745,0,0,0,1,0,0,0,4,0,1,0,1,2,1,0,1,110073,0,2,0,0,13743,0,1,0,0,0,0,0,Malicious
149,2,1616,103,1110,222,29,16,87,0,414,70,253,39,152,6,15,59,14,7,0,26196,22,89,0,32,481,6,0,10,1,5,7,0,Benign
9,3,463,42,141,11,0,11,21,0,38,26,133,58,75,12,6,21,0,6,0,4913,9,12,0,3,7,6,6,4,0,1,1,9,Benign
1,0,18,1,17899,0,0,1,1,0,92,1,9,2,8,0,2,27,0,0,1,99411,0,1,0,0,17896,2,0,2,1,1,1,0,Malicious
1,0,6,0,14315,0,0,0,1,0,0,0,3,0,1,0,1,0,1,0,1,71727,1,2,0,0,14313,0,1,0,0,0,0,0,Malicious
0,0,5,0,2,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,1,57571,1,1,0,0,2,0,0,0,0,0,0,0,Malicious
1,0,18,0,3564,0,0,0,1,0,0,0,8,1,1,1,5,0,2,0,1,81294,1,6,0,0,3559,0,0,0,0,0,0,0,Malicious
3,0,38,6,15,4,0,0,1,0,6,0,24,0,2,0,11,1,3,0,0,1241,0,2,0,1,10,0,0,1,0,0,1,0,Benign
1716,221,11550,617,4926,1184,222,203,347,0,767,663,2264,172,1056,65,11,171,42,54,0,149387,171,388,1,100,1263,49,19,160,8,10,55,10,Benign
63,5,779,61,417,56,11,25,17,0,23,28,247,53,100,16,8,68,4,16,0,9574,13,60,1,15,154,3,8,22,6,5,2,2,Benign
19,2,489,20,505,8,5,11,20,0,0,13,117,3,68,2,81,58,2,10,1,27132,6,15,0,0,138,3,3,20,8,9,0,0,Malicious
22,2,337,23,832,11,5,13,24,0,8,17,139,4,77,6,59,64,0,9,1,28344,7,12,0,0,187,5,5,22,7,9,2,1,Malicious
1,0,3,1,11315,0,0,0,1,0,0,1,3,0,1,0,2,0,0,0,1,80988,0,0,0,0,11314,0,1,0,0,0,0,0,Malicious
0,0,176,1,177,0,0,0,0,0,0,1,89,0,0,0,1,0,0,0,0,173847,0,0,0,0,176,0,0,0,0,0,0,0,Malicious
17,1,195,20,59,11,0,5,16,0,13,13,87,0,27,4,9,11,4,1,0,8657,1,9,0,3,26,0,3,4,0,2,2,0,Benign
1,0,18,1,18662,0,0,1,1,0,0,1,8,1,8,1,1,8,0,1,1,52492,0,1,0,0,106,1,1,3,1,1,0,0,Malicious
90,0,1221,42,726,12,0,5,90,0,23,23,319,138,49,0,5,46,3,0,0,14872,52,404,3,9,670,4,1,8,1,3,1,0,Benign
836,27,6054,701,2168,726,15,114,204,0,257,800,1048,175,1110,69,4,289,0,48,0,73911,195,283,2,177,884,90,21,297,48,9,11,15,Benign
302,64,3584,313,970,253,38,22,180,0,253,289,637,194,415,73,8,17,29,82,0,41831,60,237,2,104,514,5,5,119,6,18,11,0,Benign
0,0,28,3,8,0,0,0,1,0,1,0,10,4,4,0,14,3,3,0,0,1190,0,5,0,2,7,3,0,1,0,0,0,0,Benign
1,0,9,0,13922,0,0,0,1,0,0,0,4,0,1,1,1,4,1,0,1,69761,0,2,0,0,13920,0,1,0,0,0,0,0,Malicious
2,4,617,7,586,0,4,5,2,0,0,6,305,1,36,2,10,9,6,1,0,12440,3,8,1,0,54,2,2,5,5,10,0,0,Malicious
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62702,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
0,0,54,0,30,0,0,0,0,0,0,0,26,0,2,0,855,0,0,0,1,26249,26,26,0,0,30,0,0,0,0,2,0,0,Malicious
19,2,503,20,471,8,5,11,2,0,0,13,121,3,68,2,83,54,2,10,1,26291,7,13,0,0,130,3,1,20,10,9,0,0,Malicious
156,13,2117,263,589,167,0,26,103,0,71,156,496,19,325,76,96,47,24,49,0,47516,37,216,0,42,255,16,18,127,8,8,16,1,Benign
672,146,7707,695,2259,672,60,70,427,0,600,590,1439,228,1037,174,10,31,74,165,0,98115,150,511,2,275,1059,6,17,229,7,46,26,0,Benign
7,0,81,3,32,0,0,0,0,0,0,1,26,0,6,0,11,18,10,0,0,1928,0,3,0,0,27,4,0,1,0,0,0,0,Benign
2,2,162,4,262,0,0,0,2,0,1,3,51,2,11,7,12,94,0,8,0,5773,2,10,0,0,242,1,1,5,0,1,1,1,Malicious
0,0,2,0,3,0,0,0,0,0,0,0,0,0,3,0,20456,0,0,1,0,63279,0,1,0,0,3,0,0,1,1,0,0,0,Malicious
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147435,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
592,24,4608,437,1322,685,14,108,142,0,135,482,781,115,814,57,6,105,7,48,0,54799,71,158,1,89,436,53,18,162,28,7,19,12,Benign
0,0,7,1,407,1,0,0,128,0,137,1,2,0,0,0,30,0,0,0,0,17803,0,59,0,1,406,0,0,0,0,0,0,0,Benign
23,2,556,47,129,45,0,2,32,0,50,17,99,21,47,1,16,3,74,1,0,7042,3,39,0,14,48,3,1,7,0,0,6,0,Benign
1,0,3,1,11623,0,0,0,1,0,0,1,3,0,1,0,2,0,0,0,1,83146,0,0,0,0,11622,0,1,0,0,0,0,0,Malicious
0,0,5,0,2,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,1,57545,1,1,0,0,2,0,0,0,0,0,0,0,Malicious
0,0,114,4,131,5,0,2,45,0,80,3,9,1,6,1,833,0,0,0,0,97111,42,45,0,0,114,0,0,1,0,0,0,0,Benign
0,0,5,0,2,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,1,57913,1,1,0,0,2,0,0,0,0,0,0,0,Malicious
