ControlFlow,Exceptions,Expressions,Functions,Literal,LogicalExpression,LoopControlFlow,Loops,ObjectExpressions,Pattern,Property,Return,Statements,ThisExpression,VariableDeclarator,arrayManipulation,avg_str_length,concatenation,dom_operations,encodingObfuscation,eval,file_length,funcArgsCallExpression,funcArgsPrimitiveVal,funcReturnString,funcSelfInvoking,stringCount,varConcatenation,varWithArrayExpression,varWithCallExpression,varWithLiteralString,varWithNewExpression,varWithObjExpression,varWithThisExpression,Class
198,27,2970,241,1099,195,36,16,325,0,589,153,502,34,390,37,13,18,16,27,0,45341,34,344,2,91,772,3,10,144,9,10,13,0,Benign
7,0,146,21,40,10,0,1,8,0,11,10,37,0,9,0,16,0,2,0,0,1867,1,19,0,1,24,0,0,4,0,0,1,0,Benign
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174610,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
664,142,16444,1119,2495,785,6,108,248,0,262,799,2268,2132,1273,147,17,332,52,58,0,177254,269,610,4,243,1059,22,48,559,34,59,29,25,Benign
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61625,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
48,3,658,69,389,13,8,3,43,0,136,35,280,16,86,9,16,61,9,7,1,29661,10,126,1,24,290,8,2,51,2,4,3,0,Benign
309,89,6123,410,1361,463,14,66,134,0,108,234,999,822,498,47,8,120,32,68,0,61172,46,406,3,68,673,23,9,131,12,40,16,6,Benign
28,2,601,120,117,58,0,5,20,0,48,31,228,22,125,2,6,6,12,5,0,8483,9,16,0,51,71,2,8,12,14,1,4,3,Benign
0,0,24,3,49,1,0,0,4,0,23,0,12,0,4,0,651,1,3,0,0,26943,0,3,0,2,40,0,0,1,0,0,0,0,Benign
0,0,81,4,28,1,0,1,1,0,1,0,11,5,3,1,37,1,0,1,0,1365,2,25,0,3,23,0,0,2,0,0,0,0,Benign
1,0,18,1,36334,0,0,1,1,0,92,1,9,2,8,0,1,18086,0,0,1,155835,0,1,0,0,36331,2,0,2,1,1,1,0,Malicious
605,31,8143,559,2046,1125,18,162,382,0,518,474,1096,433,913,107,6,264,11,95,1,84359,86,289,0,139,926,25,36,110,10,14,31,18,Benign
23,2,338,23,868,9,5,13,27,0,8,17,134,4,74,4,47,61,0,9,1,25187,7,14,0,0,224,3,5,22,6,9,2,1,Malicious
1,0,18,1,36038,0,0,1,1,0,93,1,9,2,8,0,1,17937,0,0,1,154738,0,1,0,0,36035,2,0,2,1,1,1,0,Malicious
367,42,6534,561,2131,598,6,49,304,3,446,320,1063,494,887,114,9,130,138,133,0,83165,89,927,1,122,1165,31,14,410,4,10,22,1,Benign
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174152,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
19,2,503,20,471,8,5,11,2,0,0,13,121,3,68,2,83,54,2,10,1,26573,7,13,0,0,130,3,1,20,10,9,0,0,Malicious
1,0,19,1,36697,0,0,1,1,0,0,1,9,1,9,1,0,103,1,1,1,88383,0,1,0,0,201,2,1,3,1,1,0,0,Malicious
203,11,6483,483,3198,400,3,41,229,0,1020,201,1018,721,480,50,5,84,42,34,0,77890,54,659,5,187,2686,33,25,185,3,2,15,1,Benign
44,6,417,29,308,8,8,8,13,0,85,14,202,1,79,7,19,69,47,5,1,15625,3,31,7,16,245,4,0,15,12,0,2,0,Benign
1,4,42,1,45,0,4,3,2,0,0,1,17,1,22,0,13,10,5,0,0,1572,0,10,0,0,34,2,2,8,3,1,0,0,Malicious
1,0,16,1,18697,0,0,1,1,0,0,1,8,0,8,1,1,5,1,1,1,52527,0,1,1,0,102,0,1,3,2,1,0,0,Malicious
360,8,5360,324,1339,412,13,45,192,0,297,144,1298,117,573,46,9,133,97,31,1,102985,31,365,2,126,730,18,8,125,22,3,17,1,Benign
2,0,234,15,130,0,0,2,6,0,0,14,101,0,17,66,88,7,2,9,0,13315,6,73,0,2,85,0,2,5,0,0,0,0,Malicious
0,0,174,1,175,0,0,0,0,0,0,1,88,0,0,0,1,0,0,0,0,174113,0,0,0,0,174,0,0,0,0,0,0,0,Malicious
0,0,57,1,31,0,0,0,0,0,0,1,28,0,1,1,611,0,0,0,1,19551,26,28,0,0,31,0,0,0,0,1,0,0,Malicious
39,4,269,38,112,18,0,2,16,0,25,19,164,6,54,2,8,31,19,3,0,9561,3,19,0,10,72,5,0,8,1,2,3,1,Benign
0,0,48,0,28,0,0,0,0,0,0,0,23,0,3,0,1195,0,0,0,1,32829,23,23,0,0,27,0,0,0,0,2,0,0,Malicious
2,4,617,7,592,0,4,5,2,0,0,6,304,1,35,2,9,18,6,1,0,11576,3,8,1,0,61,2,2,4,5,10,0,0,Malicious
0,0,5,0,417,0,0,0,35,0,220,0,2,0,0,0,11,0,3,0,0,5187,0,0,0,0,298,0,0,0,0,0,0,0,Benign
19,2,492,20,506,8,5,11,20,0,0,13,118,3,68,2,81,59,2,10,1,27538,6,15,0,0,138,3,3,20,8,9,0,0,Malicious
14,0,116,11,31,5,0,0,7,1,5,7,43,4,12,5,9,1,0,5,0,3144,2,9,0,0,15,0,1,5,0,0,0,0,Benign
28,0,53,2,69,2,0,0,1,0,0,2,6,0,9,1,5,25,1,0,0,1329,0,26,5,0,63,0,1,1,5,0,0,0,Benign
0,0,2,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,60772,0,1,0,0,1,0,0,0,1,0,0,0,Malicious
74,0,1016,60,255,27,1,6,19,0,81,24,288,158,102,3,13,53,18,5,0,23942,18,101,0,13,132,2,0,22,2,0,3,0,Benign
4,0,78,4,40,1,0,0,1,0,1,4,27,8,3,1,7,4,0,3,0,1281,0,26,0,4,31,0,0,3,0,0,0,0,Benign
3,2,169,5,283,0,0,0,12,0,1,3,44,4,17,3,10,73,0,14,0,6022,3,22,0,0,273,2,2,5,1,3,1,1,Malicious
1,0,18,1,18654,0,0,1,1,0,0,1,8,1,8,1,1,8,0,1,1,52470,0,1,0,0,106,1,1,3,1,1,0,0,Malicious
1,0,3,1,11309,0,0,0,1,0,0,1,3,0,1,0,2,0,0,0,1,80923,0,0,0,0,11308,0,1,0,0,0,0,0,Malicious
1,2,378,7,330,0,2,4,0,0,0,6,189,1,30,7,115,9,6,1,1,19442,3,25,0,0,58,2,0,4,4,11,0,0,Malicious
21,2,293,18,781,8,5,12,21,0,0,11,118,4,76,0,78,64,0,9,1,28441,6,13,0,0,143,4,4,22,8,10,0,1,Malicious
153,11,1525,239,643,189,7,21,22,0,126,147,431,56,412,8,10,9,0,5,0,20009,16,216,1,11,134,8,3,231,8,1,1,8,Benign
1,0,14,0,16,0,0,0,0,0,0,0,7,0,1,0,1683,6,3,0,1,73648,0,5,0,0,11,0,0,0,0,0,0,0,Malicious
1,0,18,1,18678,0,0,1,1,0,0,1,8,1,8,1,1,8,0,1,1,52520,0,1,0,0,106,1,1,3,1,1,0,0,Malicious
0,0,11,0,17263,0,0,1,1,0,92,0,4,0,4,0,2,2,0,0,1,93570,0,0,0,0,17258,0,0,0,1,1,1,0,Malicious
18,2,704,45,216,93,0,1,42,0,64,29,72,28,52,4,6,38,30,16,0,7761,8,54,0,14,97,4,0,8,0,2,4,2,Benign
1,0,7,0,14020,0,0,0,1,0,0,0,4,0,1,0,1,2,1,0,1,112281,0,2,0,0,14018,0,1,0,0,0,0,0,Malicious
1,0,19,1,36661,0,0,1,1,0,0,1,9,1,9,1,0,103,1,1,1,88304,0,1,0,0,201,2,1,3,1,1,0,0,Malicious
11,0,103,3,97,0,0,1,28,0,47,3,40,0,6,0,14,6,1,0,0,4189,1,33,0,1,77,1,0,1,0,0,0,0,Benign
9,2,225,5,376,4,4,8,5,0,3,6,74,4,26,4,6,70,0,17,1,7041,3,14,0,0,338,2,2,5,0,3,2,1,Malicious
3,0,59,3,40,0,0,0,1,0,6,2,22,1,10,0,11,0,1,0,0,1463,1,26,0,3,36,0,0,5,0,0,1,0,Benign
0,0,5,0,2,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,1,57687,1,1,0,0,2,0,0,0,0,0,0,0,Malicious
0,0,7,1,125,1,0,0,43,0,42,1,2,0,0,0,24,0,0,0,0,3755,0,7,0,1,125,0,0,0,0,0,0,0,Benign
1,0,16,0,3704,0,0,0,1,0,0,0,7,0,1,1,5,0,3,0,1,84608,1,6,0,0,3699,0,0,0,0,0,0,0,Malicious
0,0,102,0,17647,0,0,1,2,0,92,0,4,0,4,0,2,3,0,0,1,96349,0,0,0,0,17550,0,1,0,1,0,1,0,Malicious
84,0,3009,65,544,236,2,19,48,0,138,36,129,657,107,17,6,69,37,1,0,25464,48,111,0,14,213,10,6,13,0,0,0,9,Benign
0,0,96,0,17864,0,0,1,2,0,92,0,2,0,4,0,4,3,0,0,1,133672,0,0,0,0,17771,0,1,0,1,0,1,0,Malicious
1,0,16,1,213,0,0,1,1,0,91,1,9,1,9,0,350,20,1,1,1,75261,0,2,0,0,211,2,0,4,1,0,1,0,Malicious
0,0,2,0,4,0,0,0,0,0,0,0,0,0,3,0,14660,0,0,0,0,62925,0,1,0,0,4,0,0,1,1,0,0,0,Malicious
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174810,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60515,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
1,0,25,2,195,0,0,1,10,0,103,0,10,0,2,0,25,0,2,0,0,5340,0,0,0,1,112,0,1,0,0,0,0,0,Benign
16,0,264,24,70,57,0,5,12,0,7,11,45,0,53,3,5,13,7,3,0,3129,0,11,0,5,15,6,2,5,0,0,2,0,Benign
397,5,3777,162,2640,630,15,6,606,0,1576,164,266,0,606,98,9,2,0,94,0,70211,181,313,2,51,1244,5,2,103,3,1,8,0,Benign
281,36,5379,425,1848,501,9,37,265,0,508,228,841,163,377,32,12,151,133,56,0,69657,77,626,0,147,1094,9,6,165,2,5,22,1,Benign
1,0,105,1,102,0,0,0,0,0,0,2,5,0,24,3,174,0,0,0,1,15414,23,29,0,0,78,0,0,1,0,0,0,0,Malicious
28,0,316,16,168,7,2,4,9,0,5,19,120,15,19,12,7,35,12,4,0,8498,1,26,0,2,130,0,5,8,1,0,0,0,Benign
33,0,674,70,336,16,0,2,122,0,270,62,96,1,154,15,25,2,2,14,0,17174,26,94,0,36,283,0,5,47,1,0,0,0,Benign
0,0,2,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,60397,0,1,0,0,1,0,0,0,1,0,0,0,Malicious
1,0,21,0,18942,0,0,1,1,0,0,0,10,1,5,0,1,8,2,0,1,52300,0,2,0,0,107,0,1,0,2,1,0,0,Malicious
22,2,337,23,832,11,5,13,24,0,8,17,139,4,77,6,60,64,0,9,1,30218,7,12,0,0,187,5,5,22,7,9,2,1,Malicious
1,0,18,1,18166,0,0,1,1,0,92,1,9,2,8,0,2,28,0,0,1,103887,0,1,0,0,18163,2,0,2,1,1,1,0,Malicious
8,8,252,23,87,1,0,1,7,0,11,6,103,12,13,0,13,15,7,0,0,5891,0,45,0,12,71,1,1,6,0,2,1,0,Benign
19,2,493,20,469,8,5,11,2,0,0,13,119,3,66,2,86,53,2,11,1,28289,7,14,0,0,130,3,1,20,8,9,0,0,Malicious
49,2,620,42,747,29,0,19,20,0,14,39,257,38,84,10,275,19,0,20,0,194796,8,21,0,2,644,2,5,13,1,1,5,3,Benign
861,78,7491,736,1876,542,29,135,300,0,713,836,2911,569,879,137,7,251,167,112,1,105940,68,403,6,132,947,29,42,251,21,15,38,5,Benign
1,0,10,0,6,0,0,0,0,0,0,0,4,0,0,2,1,2,1,0,1,86684,0,2,0,0,4,0,0,0,0,0,0,0,Malicious
4,0,88,10,31,1,0,0,1,0,0,1,43,0,9,2,11,0,15,1,0,1644,1,20,0,7,24,0,1,6,0,0,0,0,Benign
19,2,502,20,472,8,5,11,2,0,0,13,122,3,66,2,87,56,2,11,1,28579,7,14,0,0,130,3,1,20,8,9,0,0,Malicious
2,0,75,11,46,0,0,0,8,0,23,0,36,2,4,0,13,0,6,0,0,2413,1,20,0,11,20,0,0,3,0,0,0,0,Benign
5,0,106,11,29,10,0,1,8,0,9,10,19,0,7,0,7,2,4,0,0,1304,1,6,0,1,14,0,0,1,0,0,1,0,Benign
249,4,2022,82,633,146,9,3,72,0,278,41,730,66,180,0,10,70,16,7,0,48708,24,185,0,19,356,6,0,17,2,0,8,1,Benign
9,0,456,29,151,23,2,2,25,0,39,5,63,1,19,16,72,18,28,0,0,12863,3,57,0,15,108,3,0,3,1,1,0,0,Benign
0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,3708,0,0,0,0,23262,0,2,0,0,6,0,0,1,0,0,0,0,Malicious
19,2,493,20,469,8,5,11,2,0,0,13,119,3,66,2,86,53,2,11,1,27997,7,14,0,0,130,3,1,20,8,9,0,0,Malicious
0,0,2,0,4,0,0,0,0,0,0,0,0,0,3,0,14642,0,0,0,0,62853,0,1,0,0,4,0,0,1,1,0,0,0,Malicious
449,12,6241,427,1323,155,31,84,338,0,620,388,1477,1337,343,63,5,122,141,23,1,73458,49,243,0,45,777,13,23,67,0,23,23,11,Benign
1,2,60,9,79,0,1,1,1,0,0,8,41,0,7,1,83,25,0,2,1,7092,3,9,0,0,58,0,0,0,0,0,0,0,Malicious
186,16,1945,94,872,30,2,1,44,0,68,44,759,82,114,6,12,108,19,32,1,57798,52,507,3,51,653,2,2,64,8,1,7,0,Benign
41,6,356,38,102,51,0,2,50,0,51,41,64,2,73,10,23,0,0,4,0,5402,12,18,0,19,19,0,1,11,2,1,1,0,Benign
21,2,329,21,800,11,5,12,23,0,0,13,131,4,79,6,73,56,0,8,1,29199,7,12,0,0,157,5,5,22,8,10,1,1,Malicious
0,0,6,1,363,1,0,0,123,0,122,1,3,0,0,0,38,0,0,0,0,19286,0,11,0,1,363,0,0,0,0,0,0,0,Benign
24,4,308,20,152,7,0,0,7,0,9,8,127,7,23,1,8,36,2,1,0,10287,17,78,1,8,117,0,1,11,3,2,1,0,Benign
176,2,3553,197,746,232,20,10,117,0,304,90,363,525,225,7,9,107,22,16,0,34129,48,247,0,56,421,27,0,40,0,0,5,3,Benign
331,21,3875,323,1358,204,3,32,314,0,451,195,1579,217,375,38,13,194,87,50,0,59419,50,481,0,105,947,13,15,77,14,9,49,3,Benign
0,0,0,0,2118,0,0,0,655,0,1059,0,0,0,1,0,23,0,0,0,0,57575,0,0,0,0,2118,0,1,0,0,0,0,0,Benign
1,0,10,0,6,0,0,0,0,0,0,0,4,0,0,2,1,2,1,0,1,85700,0,2,0,0,4,0,0,0,0,0,0,0,Malicious
61,61,1535,61,1239,71,3,28,43,0,72,43,250,6,173,0,11,53,7,0,0,26672,16,39,0,10,365,7,15,22,0,7,9,0,Benign
0,0,9,0,17181,0,0,1,1,0,92,0,4,0,4,0,2,1,0,0,1,95321,0,0,0,0,17180,0,0,0,1,1,1,0,Malicious
0,0,5,0,2,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,1,57641,1,1,0,0,2,0,0,0,0,0,0,0,Malicious
1,0,18,1,34330,0,0,1,1,0,92,1,9,2,8,0,1,17084,0,0,1,145430,0,1,0,0,34327,2,0,2,1,1,1,0,Malicious
26,4,541,31,554,44,0,7,558,0,81,26,60,30,67,6,6,17,14,9,0,17432,4,23,0,5,250,0,0,4,14,0,10,0,Benign
13,2,298,21,173,33,0,9,22,0,58,16,59,0,46,7,13,20,8,1,0,4279,1,14,0,4,82,2,3,7,0,3,3,0,Benign
19,2,522,54,153,31,0,2,8,0,34,18,160,32,38,1,3,68,4,0,1,5782,0,11,0,23,117,5,0,5,0,1,2,0,Benign
19,2,497,20,475,8,5,11,2,0,0,13,119,3,66,2,81,54,2,11,1,24718,8,14,0,0,134,3,1,20,8,9,0,0,Malicious
1,0,18,1,35788,0,0,1,1,0,92,1,9,2,8,0,1,17813,0,0,1,154498,0,1,0,0,35785,2,0,2,1,1,1,0,Malicious
8,12,258,18,96,13,0,3,13,0,0,6,104,0,27,8,20,7,15,11,0,6859,7,25,0,5,71,0,1,9,1,0,1,0,Benign
1,0,14,0,16,0,0,0,0,0,0,0,7,0,1,0,1600,6,3,0,1,70035,0,5,0,0,11,0,0,0,0,0,0,0,Malicious
0,0,54,0,30,0,0,0,0,0,0,0,26,0,2,0,835,0,0,0,1,25645,26,26,0,0,30,0,0,0,0,2,0,0,Malicious
50,0,742,51,237,33,11,0,10,0,29,2,181,36,42,0,14,6,5,0,0,11325,6,127,0,30,160,2,0,24,0,2,0,0,Benign
1,0,3,1,11577,0,0,0,1,0,0,1,3,0,1,0,2,0,0,0,1,82820,0,0,0,0,11576,0,1,0,0,0,0,0,Malicious
30,6,829,54,312,14,1,6,28,0,67,12,226,62,42,4,20,34,21,15,1,23649,12,190,1,38,233,2,1,19,1,1,1,0,Benign
14,2,216,90,505,3,1,3,0,0,0,89,224,3,259,0,1,291,6,0,0,9877,5,29,82,1,448,0,0,25,223,3,0,0,Malicious
0,0,57,1,31,0,0,0,0,0,0,1,28,0,1,1,634,0,0,0,1,20263,26,28,0,0,31,0,0,0,0,1,0,0,Malicious
80,9,1065,84,459,34,10,10,117,0,225,79,165,37,127,16,11,8,0,14,0,14986,13,77,0,40,197,0,2,57,0,1,1,0,Benign
1,2,378,7,328,0,2,4,0,0,0,6,189,1,30,7,44,9,6,1,1,7066,3,25,0,0,56,2,0,4,4,11,0,0,Malicious
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64389,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
14,2,211,97,498,3,1,3,0,0,0,96,238,3,256,0,1,298,6,0,0,10002,5,23,89,1,447,0,0,19,226,3,0,0,Malicious
656,23,15148,773,3312,1059,34,38,503,0,1202,325,2204,2011,890,87,9,325,117,105,0,168781,273,1106,2,235,1991,64,12,202,8,14,31,35,Benign
1,0,16,1,18679,0,0,1,1,0,0,1,8,0,8,1,1,5,1,1,1,52497,0,1,1,0,103,0,1,3,2,1,0,0,Malicious
1,0,67,2,36,0,0,0,0,0,0,3,31,0,1,3,373,0,0,0,1,13765,26,32,0,0,35,0,0,0,0,1,0,0,Malicious
33,0,397,34,130,7,2,2,27,0,73,7,164,5,31,3,9,17,12,5,0,15046,7,31,0,14,92,0,2,13,1,1,3,0,Benign
1,0,105,1,129,0,0,0,0,0,0,2,5,0,24,1,357,1,0,0,1,77336,23,29,0,0,82,0,0,1,0,0,0,0,Malicious
2,0,234,15,130,0,0,2,6,0,0,13,102,0,17,66,79,7,2,9,0,12885,6,73,0,2,85,0,2,5,0,0,0,0,Malicious
1,0,2,0,11451,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,110539,0,0,0,0,11450,0,1,0,0,0,0,0,Malicious
0,0,9,0,35904,0,0,1,1,0,0,0,3,0,4,1,0,0,0,1,1,82771,0,0,0,0,92,0,1,0,1,1,0,0,Malicious
0,0,54,0,30,0,0,0,0,0,0,0,26,0,2,0,873,0,0,0,1,26809,26,26,0,0,30,0,0,0,0,2,0,0,Malicious
17,0,192,12,53,3,0,1,4,0,5,7,65,18,14,0,10,2,5,1,0,4432,1,25,0,8,38,0,0,3,0,1,3,0,Benign
6,0,508,80,195,17,0,1,122,0,112,76,96,0,46,7,20,1,0,6,0,7509,35,89,0,42,27,0,1,14,2,0,2,0,Benign
13,0,128,12,38,8,0,7,13,0,10,12,57,0,24,3,6,0,2,1,0,6188,1,4,0,1,12,0,2,2,0,0,2,0,Benign
1,0,18,1,36100,0,0,1,1,0,92,1,9,2,8,0,1,17969,0,0,1,154740,0,1,0,0,36097,2,0,2,1,1,1,0,Malicious
13,2,298,21,213,33,0,9,22,0,78,16,59,0,46,7,13,20,6,1,0,4533,1,14,0,4,100,2,3,7,0,3,3,0,Benign
0,0,2,0,4,0,0,0,0,0,0,0,0,0,3,0,15583,0,0,0,0,66607,0,1,0,0,4,0,0,1,1,0,0,0,Malicious
1,0,9,0,14180,0,0,0,1,0,0,0,4,0,1,1,1,4,1,0,1,71049,0,2,0,0,14178,0,1,0,0,0,0,0,Malicious
59,1,442,70,253,44,4,6,36,13,76,80,87,0,70,14,7,26,6,0,0,8378,13,5,4,4,175,2,0,15,4,7,3,0,Benign
1,2,378,7,330,0,2,4,0,0,0,6,189,1,30,7,108,9,6,1,1,18529,3,25,0,0,58,2,0,4,4,11,0,0,Malicious
475,6,4218,381,1266,409,46,40,173,0,267,177,1918,24,709,30,5,231,4,15,0,45394,88,232,3,45,297,80,32,122,5,12,17,0,Benign
4,0,81,5,43,1,0,0,1,0,7,0,27,12,9,0,20,3,4,0,0,2549,0,27,0,5,35,0,0,3,0,0,0,0,Benign
1,0,18,1,19088,0,0,1,1,0,0,1,8,1,8,1,1,8,0,1,1,53638,0,1,0,0,106,1,1,3,1,1,0,0,Malicious
13,0,191,29,95,6,0,0,13,0,36,11,90,10,21,0,12,9,2,0,0,5823,3,46,0,12,67,0,0,10,0,0,1,0,Benign
2,4,644,7,604,0,4,6,2,0,0,6,306,7,35,2,11,18,7,1,0,15180,3,11,1,0,70,2,2,9,5,5,0,0,Malicious
122,5,1794,124,267,72,4,10,74,0,165,105,449,306,82,5,13,30,5,14,0,39934,31,61,1,29,145,4,0,26,0,0,11,3,Benign
205,2,5356,399,795,266,1,24,105,0,87,121,861,1079,322,34,10,101,56,16,0,54180,55,258,0,101,515,41,8,82,2,4,11,7,Benign
10,1,453,31,40,44,0,2,10,0,38,14,52,96,29,0,10,1,4,0,0,4678,2,6,0,4,20,6,0,5,0,0,1,5,Benign
179,16,5183,286,883,274,0,15,229,0,384,163,594,660,381,10,10,77,76,30,0,54877,68,137,14,82,591,7,2,156,7,4,57,2,Benign
3,2,83,9,64,4,0,0,49,0,18,2,16,0,7,0,11,0,0,1,0,1684,1,6,0,0,34,0,0,3,0,1,0,0,Benign
67,2,1156,59,502,7,2,0,0,0,0,59,402,40,45,0,18,22,20,22,0,24244,16,345,1,39,373,1,0,30,2,0,0,0,Benign
1,0,67,2,36,0,0,0,0,0,0,3,31,0,1,3,368,0,0,0,1,13598,26,32,0,0,35,0,0,0,0,1,0,0,Malicious
1,0,67,2,36,0,0,0,0,0,0,3,31,0,1,3,374,0,0,0,1,13817,26,32,0,0,35,0,0,0,0,1,0,0,Malicious
0,0,9,0,35880,0,0,1,1,0,0,0,3,0,4,1,0,0,0,1,1,82741,0,0,0,0,92,0,1,0,1,1,0,0,Malicious
1,0,137,17,52,1,0,2,0,0,0,0,37,3,8,0,15,0,4,0,0,2345,0,49,0,12,47,0,0,2,0,0,0,0,Benign
19,2,488,19,511,8,5,11,20,0,0,12,117,3,69,1,76,65,2,9,1,24372,6,14,0,0,142,4,3,20,7,9,0,0,Malicious
717,16,11430,717,3477,821,3,62,289,0,667,249,2897,562,1008,70,11,556,202,82,0,185501,87,1185,1,308,2042,60,22,223,55,11,39,2,Benign
96,2,1778,76,711,10,13,21,84,0,253,44,546,305,104,14,94,104,9,10,1,79199,19,129,1,16,508,7,4,20,2,1,4,1,Benign
840,57,13277,801,3163,1565,15,179,465,0,626,592,1596,999,1250,115,8,359,60,116,0,140396,150,714,0,231,1645,37,36,239,19,13,37,28,Benign
9,0,199,13,89,0,0,0,4,0,5,2,58,6,13,0,11,11,2,3,0,4762,5,70,0,11,74,0,0,11,0,0,0,0,Benign
14,0,311,38,377,6,0,1,64,0,232,5,133,8,17,0,10,1,35,0,0,13469,1,69,0,31,220,0,0,12,0,0,2,0,Benign
29,0,234,21,111,14,2,3,0,0,0,4,111,1,24,0,12,7,9,5,0,9819,2,68,0,9,86,0,0,9,1,0,0,0,Benign
40,0,707,35,181,67,4,6,15,0,21,30,87,19,52,7,9,8,4,9,0,6964,13,49,2,15,87,1,1,20,2,0,3,0,Benign
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63851,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
0,0,7,1,39,1,0,0,16,0,15,1,2,0,0,0,27,0,0,0,0,1441,0,9,0,1,39,0,0,0,0,0,0,0,Benign
0,0,57,1,31,0,0,0,0,0,0,1,28,0,1,1,624,0,0,0,1,19929,26,28,0,0,31,0,0,0,0,1,0,0,Malicious
1,0,5,0,5,0,0,0,0,0,0,0,3,0,0,0,1,2,1,0,1,129174,0,1,0,0,3,0,0,0,0,0,0,0,Malicious
0,0,37,24,190,1,0,0,20,0,196,0,41,0,0,1,18,0,0,0,0,6471,0,0,0,0,189,0,0,0,0,0,0,0,Benign
18,4,308,23,858,9,5,10,5,0,8,17,120,4,54,0,37,58,0,11,1,23843,7,16,0,0,279,4,2,19,5,7,2,1,Malicious
1,0,7,0,14522,0,0,0,1,0,0,0,4,0,1,0,1,2,1,0,1,116291,0,2,0,0,14520,0,1,0,0,0,0,0,Malicious
6,2,84,10,76,3,2,3,0,0,0,9,57,3,23,0,6,14,6,0,0,2239,3,4,2,1,43,4,0,4,3,3,0,0,Malicious
49,0,46,7,108,12,5,1,7,0,39,30,26,3,5,0,8,15,0,5,0,2921,1,7,0,3,85,1,1,2,0,0,0,0,Benign
1,0,5,0,5,0,0,0,0,0,0,0,3,0,0,0,1,2,1,0,1,130791,0,1,0,0,3,0,0,0,0,0,0,0,Malicious
3,0,48,5,15,1,0,0,7,0,5,4,14,0,0,0,7,3,4,0,0,2196,0,7,0,1,15,0,0,0,0,0,0,0,Benign
19,2,279,19,763,8,5,11,20,0,0,12,116,3,70,0,78,62,2,9,1,26664,6,13,0,0,141,4,3,21,7,9,0,0,Malicious
601,125,6881,675,2194,651,6,69,555,0,873,580,1257,399,1320,89,7,109,24,90,0,83160,133,434,2,186,874,35,37,364,5,30,43,0,Benign
1,0,67,2,36,0,0,0,0,0,0,3,31,0,1,3,358,0,0,0,1,13248,26,32,0,0,35,0,0,0,0,1,0,0,Malicious
0,0,96,0,17815,0,0,1,2,0,92,0,2,0,4,0,4,3,0,0,1,133287,0,0,0,0,17722,0,1,0,1,0,1,0,Malicious
1,2,65,9,48,0,1,2,0,0,0,1,40,0,0,0,174,28,0,0,1,6851,8,9,0,0,28,0,0,0,0,0,0,0,Malicious
14,4,355,20,394,11,4,8,5,0,4,20,100,5,36,1,7,48,1,14,0,8041,2,11,0,0,222,4,2,9,0,4,2,1,Malicious
19,0,396,41,112,49,1,1,17,0,89,17,75,0,28,0,7,4,2,5,0,5537,4,21,1,5,58,2,0,9,1,0,4,0,Benign
766,112,8407,736,3670,976,48,172,647,0,753,577,2734,232,1793,144,7,239,27,141,0,107469,104,604,1,132,1831,56,60,346,21,16,125,0,Benign
1,0,18,1,35810,0,0,1,1,0,92,1,9,2,8,0,1,17824,0,0,1,154646,0,1,0,0,35807,2,0,2,1,1,1,0,Malicious
1,0,19,1,37109,0,0,1,1,0,0,1,9,1,9,1,0,103,1,1,1,89365,0,1,0,0,201,2,1,3,1,1,0,0,Malicious
278,0,3798,86,962,67,13,11,189,0,323,60,916,54,108,3,10,154,17,13,0,38404,27,251,0,30,433,0,0,3,0,0,1,0,Benign
38,2,1119,59,391,85,5,10,19,0,20,26,124,0,79,18,20,83,4,14,0,15786,40,111,0,23,245,0,4,17,0,2,1,0,Benign
43,6,312,20,109,29,11,4,21,0,16,12,140,0,26,8,9,10,21,2,0,5789,0,20,0,13,80,4,1,3,0,1,3,0,Benign
78,11,1017,113,396,68,0,4,144,22,257,59,145,0,176,15,17,45,55,9,0,18643,20,59,0,9,276,1,10,61,15,6,19,0,Benign
0,0,7,1,152,1,0,0,44,0,43,1,2,0,0,0,29,0,0,0,0,5558,0,21,0,1,152,0,0,0,0,0,0,0,Benign
